component_type,component_name,component_link,Capacity,Form_Factor,Inferred_Tested_and_run_inhouse_at_PCP,Interface,Manufacturer,NVME,Part_#_#,Price_GB,Type
,Silicon Power UD90 4 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/2BvD4D/silicon-power-ud90-4-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-sp04kgbp44ud9005,4 TB,M.2-2280,,M.2 PCIe 4.0 X4,Silicon Power,Yes,SP04KGBP44UD9005; SU04KGBP44UD9005BH; SU04KGBP44UD9005SN,$0.05 ,SSD
,Crucial P3 Plus 500 GB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/vPpzK8/crucial-p3-plus-500-gb-m2-2280-nvme-solid-state-drive-ct500p3pssd8,500 GB,M.2-2280,,M.2 PCIe 4.0 X4,Crucial,Yes,CT500P3PSSD8,$0.08 ,SSD
,TEAMGROUP MP44L 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/2VJgXL/teamgroup-mp44l-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-tm8fpk002t0c101,2 TB,M.2-2280,,M.2 PCIe 4.0 X4,TEAMGROUP,Yes,TM8FPK002T0C101,$0.05 ,SSD
,Mushkin Vortex-LX 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/zYrqqs/mushkin-vortex-lx-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-mknssdvl1tb-d8,1 TB,M.2-2280,,M.2 PCIe 4.0 X4,Mushkin,Yes,MKNSSDVL1TB-D8,$0.08 ,SSD
,"Samsung 870 QVO 2 TB 2.5"" SSD",https://pcpartpicker.com/product/R7FKHx/samsung-870-qvo-2-tb-25-solid-state-drive-mz-77q2t0bam,2 TB,"2.5""",,SATA 6.0 Gb/s,Samsung,No,MZ-77Q2T0B/AM,$0.16 ,SSD
,"Kingston A400 480 GB 2.5"" SSD",https://pcpartpicker.com/product/WGZ2FT/kingston-a400-480gb-25-solid-state-drive-sa400s37480g,480 GB,"2.5""",,SATA 6.0 Gb/s,Kingston,No,SA400S37/480G,$0.08 ,SSD
,Crucial P2 1 TB M.2-2280 PCIe 3.0 X4 NVME SSD,https://pcpartpicker.com/product/KMkgXL/crucial-p2-1-tb-m2-2280-nvme-solid-state-drive-ct1000p2ssd8,1 TB,M.2-2280,,M.2 PCIe 3.0 X4,Crucial,Yes,CT1000P2SSD8,,SSD
,Kingston NV3 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/tmbRsY/kingston-nv3-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-snv3s1000g,1 TB,M.2-2280,,M.2 PCIe 4.0 X4,Kingston,Yes,SNV3S/1000G,$0.06 ,SSD
,Corsair MP600 PRO XT 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/KVfnTW/corsair-mp600-pro-xt-2-tb-m2-2280-nvme-solid-state-drive-cssd-f2000gbmp600pxt,2 TB,M.2-2280,,M.2 PCIe 4.0 X4,Corsair,Yes,CSSD-F2000GBMP600PXT,$0.09 ,SSD
,Kingston KC3000 4.096 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/yfGbt6/kingston-kc3000-4096-tb-m2-2280-nvme-solid-state-drive-skc3000d4096g,4.096 TB,M.2-2280,,M.2 PCIe 4.0 X4,Kingston,Yes,SKC3000D/4096G,$0.07 ,SSD
,Patriot P300 256 GB M.2-2280 PCIe 3.0 X4 NVME SSD,https://pcpartpicker.com/product/rWxbt6/patriot-p300-256-gb-m2-2280-nvme-solid-state-drive-p300p256gm28,256 GB,M.2-2280,,M.2 PCIe 3.0 X4,Patriot,Yes,P300P256GM28,$0.09 ,SSD
,PNY CS2140 500 GB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/k2ddnQ/pny-cs2140-500-gb-m2-2280-nvme-solid-state-drive-m280cs2140-500-rb,500 GB,M.2-2280,,M.2 PCIe 4.0 X4,PNY,Yes,M280CS2140-500-RB,$0.09 ,SSD
,TEAMGROUP MP44L 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/2VJgXL/teamgroup-mp44l-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-tm8fpk002t0c101,2 TB,M.2-2280,,M.2 PCIe 4.0 X4,TEAMGROUP,Yes,TM8FPK002T0C101,$0.05 ,SSD
,Corsair MP600 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/6QgFf7/corsair-mp600-1-tb-m2-2280-nvme-solid-state-drive-cssd-f1000gbmp600r2,1 TB,M.2-2280,,M.2 PCIe 4.0 X4,Corsair,Yes,CSSD-F1000GBMP600R2,,SSD
,TEAMGROUP Cardea A440 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/bpBG3C/team-cardea-a440-1-tb-m2-2280-nvme-solid-state-drive-tm8fpz001t0c327,1 TB,M.2-2280,,M.2 PCIe 4.0 X4,TEAMGROUP,Yes,TM8FPZ001T0C327,$0.08 ,SSD
,TEAMGROUP MP44L 500 GB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/WcJgXL/teamgroup-mp44l-500-gb-m2-2280-pcie-40-x4-nvme-solid-state-drive-tm8fpk500g0c101,500 GB,M.2-2280,,M.2 PCIe 4.0 X4,TEAMGROUP,Yes,TM8FPK500G0C101,$0.07 ,SSD
,Sabrent Rocket Q4 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/X6wkcf/sabrent-rocket-q4-2-tb-m2-2280-nvme-solid-state-drive-sb-rktq4-2tb,2 TB,M.2-2280,,M.2 PCIe 4.0 X4,Sabrent,Yes,SB-RKTQ4-2TB,,SSD
,Western Digital Black SN750 500 GB M.2-2280 PCIe 3.0 X4 NVME SSD,https://pcpartpicker.com/product/KTQG3C/western-digital-wd_black-sn750-500-gb-m2-2280-nvme-solid-state-drive-wds500g3x0c,500 GB,M.2-2280,,M.2 PCIe 3.0 X4,Western Digital,Yes,WDS500G3X0C; WDS500G3X0C-00SJG0,$0.23 ,SSD
,Western Digital Blue SN550 500 GB M.2-2280 PCIe 3.0 X4 NVME SSD,https://pcpartpicker.com/product/zXrRsY/western-digital-blue-sn550-500-gb-m2-2280-nvme-solid-state-drive-wdba3v5000anc-wrsn,500 GB,M.2-2280,,M.2 PCIe 3.0 X4,Western Digital,Yes,WDBA3V5000ANC-WRSN,$0.14 ,SSD
,"TEAMGROUP GX2 1 TB 2.5"" SSD",https://pcpartpicker.com/product/NzBTwP/team-gx2-1-tb-25-solid-state-drive-t253x2001t0c101,1 TB,"2.5""",,SATA 6.0 Gb/s,TEAMGROUP,No,T253X2001T0C101,$0.06 ,SSD
,Crucial MX500 1 TB M.2-2280 SATA SSD,https://pcpartpicker.com/product/4Qw7YJ/crucial-mx500-1tb-m2-2280-solid-state-drive-ct1000mx500ssd4,1 TB,M.2-2280,,M.2 SATA,Crucial,No,CT1000MX500SSD4,,SSD
,"Kingston A400 480 GB 2.5"" SSD",https://pcpartpicker.com/product/WGZ2FT/kingston-a400-480gb-25-solid-state-drive-sa400s37480g,480 GB,"2.5""",,SATA 6.0 Gb/s,Kingston,No,SA400S37/480G,$0.08 ,SSD
,Inland Prime 500 GB M.2-2280 PCIe 3.0 X4 NVME SSD,https://pcpartpicker.com/product/XwWzK8/inland-prime-500-gb-m2-2280-nvme-solid-state-drive-618996741946,500 GB,M.2-2280,,M.2 PCIe 3.0 X4,Inland,Yes,6.19E+11,,SSD
,Silicon Power US75 4 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/ZM4Zxr/silicon-power-us75-4-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-sp04kgbp44us7505,4 TB,M.2-2280,,M.2 PCIe 4.0 X4,Silicon Power,Yes,SP04KGBP44US7505; SU04KGBP44US7505SN,$0.06 ,SSD
,Kingston Fury Renegade with Heat Sink 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/sRLFf7/kingston-fury-renegade-with-heat-sink-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-sfyrsk1000g,1 TB,M.2-2280,,M.2 PCIe 4.0 X4,Kingston,Yes,SFYRSK/1000G,$0.11 ,SSD
,TEAMGROUP MP33 1 TB M.2-2280 PCIe 3.0 X4 NVME SSD,https://pcpartpicker.com/product/64MTwP/team-mp33-1-tb-m2-2280-nvme-solid-state-drive-tm8fp6001t0c101,1 TB,M.2-2280,,M.2 PCIe 3.0 X4,TEAMGROUP,Yes,TM8FP6001T0C101,$0.06 ,SSD
,"ADATA SU800 128 GB 2.5"" SSD",https://pcpartpicker.com/product/mPgPxr/adata-ultimate-su800-128-gb-25-solid-state-drive-asu800ss-128gt-c,128 GB,"2.5""",,SATA 6.0 Gb/s,ADATA,No,ASU800SS-128GT-C,,SSD
,Samsung PM961 256 GB M.2-2280 PCIe 3.0 X4 NVME SSD,https://pcpartpicker.com/product/k64NnQ/samsung-pm961-256gb-m2-2280-solid-state-drive-mzvlw256hehp-00000,256 GB,M.2-2280,,M.2 PCIe 3.0 X4,Samsung,Yes,MZVLW256HEHP-00000,,SSD
,SanDisk Extreme 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/cNFmP6/sandisk-extreme-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-sdssdx3n-2t00-g26,2 TB,M.2-2280,,M.2 PCIe 4.0 X4,SanDisk,Yes,SDSSDX3N-2T00-G26,$0.06 ,SSD
,"SanDisk SSD PLUS 240 GB 2.5"" SSD",https://pcpartpicker.com/product/8jH48d/sandisk-ssd-plus-240gb-25-solid-state-drive-sdssda-240g-g26,240 GB,"2.5""",,SATA 6.0 Gb/s,SanDisk,No,SDSSDA-240G-G26,$0.09 ,SSD
,"TEAMGROUP T-Force Vulcan Z 512 GB 2.5"" SSD",https://pcpartpicker.com/product/Qg92FT/teamgroup-t-force-vulcan-z-512-gb-25-solid-state-drive-t253tz512g0c101,512 GB,"2.5""",,SATA 6.0 Gb/s,TEAMGROUP,No,T253TZ512G0C101,$0.07 ,SSD
,TEAMGROUP T-FORCE G50 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/XB9wrH/teamgroup-t-force-g50-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-tm8ffe001t0c129,1 TB,M.2-2280,,M.2 PCIe 4.0 X4,TEAMGROUP,Yes,TM8FFE001T0C129,$0.06 ,SSD
,Klevv CRAS C910 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/99RwrH/klevv-cras-c910-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-k01tbm2sp0-c91,1 TB,M.2-2280,,M.2 PCIe 4.0 X4,Klevv,Yes,K01TBM2SP0-C91,$0.06 ,SSD
,Kingston Fury Renegade 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/QxkWGX/kingston-fury-renegade-1-tb-m2-2280-nvme-solid-state-drive-sfyrs1000g,1 TB,M.2-2280,,M.2 PCIe 4.0 X4,Kingston,Yes,SFYRS/1000G,$0.09 ,SSD
,TEAMGROUP MP33 1 TB M.2-2280 PCIe 3.0 X4 NVME SSD,https://pcpartpicker.com/product/64MTwP/team-mp33-1-tb-m2-2280-nvme-solid-state-drive-tm8fp6001t0c101,1 TB,M.2-2280,,M.2 PCIe 3.0 X4,TEAMGROUP,Yes,TM8FP6001T0C101,$0.06 ,SSD
,ADATA LEGEND 860 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/CxLdnQ/adata-legend-860-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-sleg-860-1000gcs,1 TB,M.2-2280,,M.2 PCIe 4.0 X4,ADATA,Yes,SLEG-860-1000GCS,$0.08 ,SSD
,PNY CS1031 1 TB M.2-2280 PCIe 3.0 X4 NVME SSD,https://pcpartpicker.com/product/ZCJp99/pny-cs1031-1-tb-m2-2280-pcie-30-x4-nvme-solid-state-drive-m280cs1031-1tb-cl,1 TB,M.2-2280,,M.2 PCIe 3.0 X4,PNY,Yes,M280CS1031-1TB-CL,,SSD
,Patriot Viper VP4300 Lite 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/zPQKHx/patriot-viper-vp4300-lite-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-vp4300l1tbm28h,1 TB,M.2-2280,,M.2 PCIe 4.0 X4,Patriot,Yes,VP4300L1TBM28H,$0.07 ,SSD
,ADATA LEGEND 960 MAX 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/fcfxFT/adata-legend-960-max-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-aleg-960m-1tcs,1 TB,M.2-2280,,M.2 PCIe 4.0 X4,ADATA,Yes,ALEG-960M-1TCS,$0.09 ,SSD
,Patriot Viper VP4300 Lite 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/zPQKHx/patriot-viper-vp4300-lite-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-vp4300l1tbm28h,1 TB,M.2-2280,,M.2 PCIe 4.0 X4,Patriot,Yes,VP4300L1TBM28H,$0.07 ,SSD
,Samsung SM961 1 TB M.2-2280 PCIe 3.0 X4 NVME SSD,https://pcpartpicker.com/product/Jn648d/samsung-sm961-1tb-m2-2280-solid-state-drive-mzvkw1t0hmlh-00000,1 TB,M.2-2280,,M.2 PCIe 3.0 X4,Samsung,Yes,MZVKW1T0HMLH-00000,,SSD
,"Kingston A400 240 GB 2.5"" SSD",https://pcpartpicker.com/product/btDzK8/kingston-a400-240gb-25-solid-state-drive-sa400s37240g,240 GB,"2.5""",,SATA 6.0 Gb/s,Kingston,No,SA400S37/240G,$0.12 ,SSD
,FanXiang S880 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/vzjRsY/fanxiang-s880-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-2tb-ssd-m2-s880,2 TB,M.2-2280,,M.2 PCIe 4.0 X4,FanXiang,Yes,2TB - SSD - M.2 - S880,$0.06 ,SSD
,Crucial P3 2 TB M.2-2280 PCIe 3.0 X4 NVME SSD,https://pcpartpicker.com/product/dBBG3C/crucial-p3-2-tb-m2-2280-nvme-solid-state-drive-ct2000p3ssd8,2 TB,M.2-2280,,M.2 PCIe 3.0 X4,Crucial,Yes,CT2000P3SSD8,$0.07 ,SSD
,FanXiang S500 Pro 1 TB M.2-2280 PCIe 3.0 X4 NVME SSD,https://pcpartpicker.com/product/rbxxFT/fanxiang-s500-pro-1-tb-m2-2280-pcie-30-x4-nvme-solid-state-drive-s500-pro-1tb-m2-ssd,1 TB,M.2-2280,,M.2 PCIe 3.0 X4,FanXiang,Yes,S500 Pro - 1TB - M.2 SSD,$0.06 ,SSD
,Samsung 990 EVO Plus 4 TB M.2-2280 PCIe 5.0 X2 NVME SSD,https://pcpartpicker.com/product/HgRwrH/samsung-990-evo-plus-4-tb-m2-2280-pcie-50-x2-nvme-solid-state-drive-mz-v9s4t0bw,4 TB,M.2-2280,,M.2 PCIe 5.0 X2,Samsung,Yes,MZ-V9S4T0BW; MZ-V9S4T0B/AM,$0.06 ,SSD
,Corsair MP700 Elite 1 TB M.2-2280 PCIe 5.0 X4 NVME SSD,https://pcpartpicker.com/product/q9qrxr/corsair-mp700-elite-1-tb-m2-2280-pcie-50-x4-nvme-solid-state-drive-cssd-f1000gbmp700enh,1 TB,M.2-2280,,M.2 PCIe 5.0 X4,Corsair,Yes,CSSD-F1000GBMP700ENH,$0.11 ,SSD
,Transcend 110S 128 GB M.2-2280 PCIe 3.0 X4 NVME SSD,https://pcpartpicker.com/product/qfPgXL/transcend-110s-128-gb-m2-2280-nvme-solid-state-drive-ts128gmte110s,128 GB,M.2-2280,,M.2 PCIe 3.0 X4,Transcend,Yes,TS128GMTE110S,$0.16 ,SSD
,Klevv CRAS C710 1 TB M.2-2280 PCIe 3.0 X4 NVME SSD,https://pcpartpicker.com/product/nJwypg/klevv-cras-c710-1-tb-m2-2280-nvme-solid-state-drive-k01tbm2sp0-c71,1 TB,M.2-2280,,M.2 PCIe 3.0 X4,Klevv,Yes,K01TBM2SP0-C71,,SSD
,Corsair MP600 PRO NH 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/z2pzK8/corsair-mp600-pro-nh-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-cssd-f2000gbmp600pnh,2 TB,M.2-2280,,M.2 PCIe 4.0 X4,Corsair,Yes,CSSD-F2000GBMP600PNH,$0.07 ,SSD
,Corsair MP700 Elite 2 TB M.2-2280 PCIe 5.0 X4 NVME SSD,https://pcpartpicker.com/product/KMGhP6/corsair-mp700-elite-2-tb-m2-2280-pcie-50-x4-nvme-solid-state-drive-cssd-f2000gbmp700enh,2 TB,M.2-2280,,M.2 PCIe 5.0 X4,Corsair,Yes,CSSD-F2000GBMP700ENH,$0.09 ,SSD
,Addlink A95 4 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/PbgFf7/addlink-a95-4-tb-m2-2280-nvme-solid-state-drive-ad4tba95m2p,4 TB,M.2-2280,,M.2 PCIe 4.0 X4,Addlink,Yes,ad4TBA95M2P,$0.07 ,SSD
,Kingston KC3000 2.048 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/sJPQzy/kingston-kc3000-2048-tb-m2-2280-nvme-solid-state-drive-skc3000d2048g,2.048 TB,M.2-2280,,M.2 PCIe 4.0 X4,Kingston,Yes,SKC3000D/2048G,$0.08 ,SSD
,Western Digital Blue 250 GB M.2-2280 SATA SSD,https://pcpartpicker.com/product/smBrxr/western-digital-blue-250gb-m2-2280-solid-state-drive-wds250g1b0b,250 GB,M.2-2280,,M.2 SATA,Western Digital,No,WDS250G1B0B,,SSD
,"ADATA SU800 256 GB 2.5"" SSD",https://pcpartpicker.com/product/7YQRsY/adata-ultimate-su800-256-gb-25-solid-state-drive-asu800ss-256gt-c,256 GB,"2.5""",,SATA 6.0 Gb/s,ADATA,No,ASU800SS-256GT-C,$0.19 ,SSD
,Crucial P1 500 GB M.2-2280 PCIe 3.0 X4 NVME SSD,https://pcpartpicker.com/product/xpYLrH/crucial-p1-500gb-m2-2280-solid-state-drive-ct500p1ssd8,500 GB,M.2-2280,,M.2 PCIe 3.0 X4,Crucial,Yes,CT500P1SSD8,$0.25 ,SSD
,Inland TN470 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/rkn9TW/inland-tn470-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-2tb-tn470,2 TB,M.2-2280,,M.2 PCIe 4.0 X4,Inland,Yes,2TB TN470,$0.06 ,SSD
,Western Digital WD_Black SN850X w/Heatsink 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/Ccwypg/western-digital-wd_black-sn850x-wheatsink-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-wds100t2xhe,1 TB,M.2-2280,,M.2 PCIe 4.0 X4,Western Digital,Yes,WDS100T2XHE; WDS100T2XHE-00BCA0; WDBB9H0010BNC-WRSN,$0.11 ,SSD
,"SanDisk Ultra 3D 500 GB 2.5"" SSD",https://pcpartpicker.com/product/RxYLrH/sandisk-ultra-3d-500gb-25-solid-state-drive-sdssdh3-500g-g25,500 GB,"2.5""",,SATA 6.0 Gb/s,SanDisk,No,SDSSDH3-500G-G25,$0.23 ,SSD
,Western Digital Blue SN550 2 TB M.2-2280 PCIe 3.0 X4 NVME SSD,https://pcpartpicker.com/product/zNK2FT/western-digital-blue-sn550-2-tb-m2-2280-nvme-solid-state-drive-wds200t2b0c,2 TB,M.2-2280,,M.2 PCIe 3.0 X4,Western Digital,Yes,WDS200T2B0C,$0.10 ,SSD
,SK Hynix Platinum P41 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/sw2WGX/sk-hynix-platinum-p41-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-shpp41-1000gm-2,1 TB,M.2-2280,,M.2 PCIe 4.0 X4,SK Hynix,Yes,SHPP41-1000GM-2,$0.08 ,SSD
,MSI SPATIUM M461 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/9vfxFT/msi-spatium-m461-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-spatium-m461-2tb,2 TB,M.2-2280,,M.2 PCIe 4.0 X4,MSI,Yes,SPATIUM M461 2TB; SM461N2TB; spatiumm461pcie4.0nvmem.22tb; S78-440Q550-P83,$0.05 ,SSD
,Silicon Power A80 512 GB M.2-2280 PCIe 3.0 X4 NVME SSD,https://pcpartpicker.com/product/XML48d/silicon-power-a80-512-gb-m2-2280-solid-state-drive-sp512gbp34a80m28,512 GB,M.2-2280,,M.2 PCIe 3.0 X4,Silicon Power,Yes,SP512GBP34A80M28,,SSD
,Corsair MP700 2 TB M.2-2280 PCIe 5.0 X4 NVME SSD,https://pcpartpicker.com/product/JY9wrH/corsair-mp700-2-tb-m2-2280-pcie-50-x4-nvme-solid-state-drive-cssd-f2000gbmp700r2,2 TB,M.2-2280,,M.2 PCIe 5.0 X4,Corsair,Yes,CSSD-F2000GBMP700R2,,SSD
,Lexar NM710 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/mPXV3C/lexar-nm710-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-lnm710x002t-rnnng,2 TB,M.2-2280,,M.2 PCIe 4.0 X4,Lexar,Yes,LNM710X002T-RNNNG; LNM710X002T-RNNNU,$0.07 ,SSD
,Lexar NM710 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/V3yH99/lexar-nm710-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-lnm710x001t-rnnng,1 TB,M.2-2280,,M.2 PCIe 4.0 X4,Lexar,Yes,LNM710X001T-RNNNG; LNM710X001T-RNNNU,$0.09 ,SSD
,ADATA XPG SPECTRIX S40G RGB 1 TB M.2-2280 PCIe 3.0 X4 NVME SSD,https://pcpartpicker.com/product/7WcRsY/adata-xpg-spectrix-s40g-rgb-1-tb-m2-2280-nvme-solid-state-drive-as40g-1tt-c,1 TB,M.2-2280,,M.2 PCIe 3.0 X4,ADATA,Yes,AS40G-1TT-C,$0.16 ,SSD
,"ADATA SU630 240 GB 2.5"" SSD",https://pcpartpicker.com/product/cvgzK8/adata-su630-240-gb-25-solid-state-drive-asu630ss-240gq-r,240 GB,"2.5""",,SATA 6.0 Gb/s,ADATA,No,ASU630SS-240GQ-R,$0.11 ,SSD
,Corsair MP600 GS 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/WMqPxr/corsair-mp600-gs-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-cssd-f2000gbmp600gs,2 TB,M.2-2280,,M.2 PCIe 4.0 X4,Corsair,Yes,CSSD-F2000GBMP600GS,$0.10 ,SSD
,Samsung 990 EVO Plus 1 TB M.2-2280 PCIe 5.0 X2 NVME SSD,https://pcpartpicker.com/product/XQFmP6/samsung-990-evo-plus-1-tb-m2-2280-pcie-50-x2-nvme-solid-state-drive-mz-v9s1t0bw,1 TB,M.2-2280,,M.2 PCIe 5.0 X2,Samsung,Yes,MZ-V9S1T0BW; MZ-V9S1T0B/AM,$0.08 ,SSD
,Gigabyte AORUS Gen4 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/KZMTwP/gigabyte-aorus-nvme-gen4-2-tb-m2-2280-nvme-solid-state-drive-gp-ag42tb,2 TB,M.2-2280,,M.2 PCIe 4.0 X4,Gigabyte,Yes,GP-AG42TB,,SSD
,Western Digital Black 512 GB M.2-2280 PCIe 3.0 X4 NVME SSD,https://pcpartpicker.com/product/wjDzK8/western-digital-black-512gb-m2-2280-solid-state-drive-wds512g1x0c,512 GB,M.2-2280,,M.2 PCIe 3.0 X4,Western Digital,Yes,WDS512G1X0C,$0.39 ,SSD
,TEAMGROUP A440 Lite 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/C8BzK8/teamgroup-a440-lite-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-tm8ffq002t0c129,2 TB,M.2-2280,,M.2 PCIe 4.0 X4,TEAMGROUP,Yes,TM8FFQ002T0C129,$0.09 ,SSD
,Intel 670p 1 TB M.2-2280 PCIe 3.0 X4 NVME SSD,https://pcpartpicker.com/product/r4C48d/intel-670p-1-tb-m2-2280-nvme-solid-state-drive-ssdpeknu010tzx1,1 TB,M.2-2280,,M.2 PCIe 3.0 X4,Intel,Yes,SSDPEKNU010TZX1,$0.10 ,SSD
,Timetec 35TTFP6PCIE 512 GB M.2-2280 PCIe 3.0 X4 NVME SSD,https://pcpartpicker.com/product/L9VmP6/timetec-35ttfp6pcie-512-gb-m2-2280-nvme-solid-state-drive-35ttfp6pcie-512g,512 GB,M.2-2280,,M.2 PCIe 3.0 X4,Timetec,Yes,35TTFP6PCIE-512G,$0.07 ,SSD
,"Silicon Power A55 1 TB 2.5"" SSD",https://pcpartpicker.com/product/nXF48d/silicon-power-a55-1-tb-25-solid-state-drive-sp001tbss3a55s25,1 TB,"2.5""",,SATA 6.0 Gb/s,Silicon Power,No,SP001TBSS3A55S25; SU001TBSS3A55S25NE,$0.05 ,SSD
,"TEAMGROUP QX 512 GB 2.5"" SSD",https://pcpartpicker.com/product/tMCZxr/teamgroup-qx-512-gb-25-solid-state-drive-t253x7512g0c101,512 GB,"2.5""",,SATA 6.0 Gb/s,TEAMGROUP,No,T253X7512G0C101,$0.06 ,SSD
,"ADATA SU800 512 GB 2.5"" SSD",https://pcpartpicker.com/product/V3mxFT/adata-ultimate-su800-512-gb-25-solid-state-drive-asu800ss-512gt-c,512 GB,"2.5""",,SATA 6.0 Gb/s,ADATA,No,ASU800SS-512GT-C,$0.12 ,SSD
,SK Hynix Platinum P41 500 GB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/chcG3C/sk-hynix-platinum-p41-500-gb-m2-2280-nvme-solid-state-drive-shpp41-500gm-2,500 GB,M.2-2280,,M.2 PCIe 4.0 X4,SK Hynix,Yes,SHPP41-500GM-2,$0.12 ,SSD
,TEAMGROUP MP44 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/DN6NnQ/teamgroup-mp44-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-tm8fpw002t0c101,2 TB,M.2-2280,,M.2 PCIe 4.0 X4,TEAMGROUP,Yes,TM8FPW002T0C101,$0.06 ,SSD
,TEAMGROUP MS30 256 GB M.2-2280 SATA SSD,https://pcpartpicker.com/product/JPPKHx/team-ms30-256-gb-m2-2280-solid-state-drive-tm8ps7256g0c101,256 GB,M.2-2280,,M.2 SATA,TEAMGROUP,No,TM8PS7256G0C101,$0.10 ,SSD
,Kingston NV2 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,https://pcpartpicker.com/product/FnYmP6/kingston-nv2-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-snv2s1000g,1 TB,M.2-2280,,M.2 PCIe 4.0 X4,Kingston,Yes,SNV2S/1000G,$0.07 ,SSD
