component_name,component_link,Boost_Clock,Case_Expansion_Slot_Width,Chipset,Color,Cooling,Core_Clock,DisplayPort_Outputs,Effective_Memory_Clock,External_Power,Frame_Sync,HDMI_Outputs,Inferred_,Interface,Length,Manufacturer,Memory,Memory_Type,Part_#_#,SLI_CrossFire,TDP,Total_Slot_Width,,,
Asus TUF GAMING OC GeForce RTX 3070 8 GB,https://pcpartpicker.com/product/CX4BD3/asus-geforce-rtx-3070-8-gb-tuf-gaming-oc-video-card-tuf-rtx3070-o8g-gaming,1845 MHz,2,GeForce RTX 3070,Black,3 Fans,1500 MHz,3,14000 MHz,2 x PCIe 8-pin,G-Sync,2,,PCIe x16,300 mm,Asus,8 GB,GDDR6,TUF-RTX3070-O8G-GAMING; 90YV0FQ6-M0NA00,,220 W,3,,,
EVGA K|NGP|N HYBRID GAMING GeForce RTX 3090 24 GB,https://pcpartpicker.com/product/r63mP6/evga-geforce-rtx-3090-24-gb-kngpn-hybrid-gaming-video-card-24g-p5-3998-kr,1920 MHz,2,GeForce RTX 3090,Black,360 mm Radiator + 1 Fan,1395 MHz,3,19500 MHz,3 x PCIe 8-pin,G-Sync,1,,PCIe x16,289 mm,EVGA,24 GB,GDDR6X,24G-P5-3998-KR,2-way SLI Capable,350 W,2,,,
NVIDIA Founders Edition GeForce RTX 3080 10GB 10 GB,https://pcpartpicker.com/product/RnDkcf/nvidia-geforce-rtx-3080-10-gb-founders-edition-video-card-9001g1332530000,1710 MHz,2,GeForce RTX 3080 10GB,Black,2 Fans,1440 MHz,3,19000 MHz,1 x PCIe 12-pin,G-Sync,1,,PCIe x16,285 mm,NVIDIA,10 GB,GDDR6X,9001G1332530000; 900-1G133-2530-000,,320 W,2,,,
PowerColor Fighter Radeon RX 6600 8 GB,https://pcpartpicker.com/product/fQhFf7/powercolor-radeon-rx-6600-8-gb-fighter-video-card-axrx-6600-8gbd6-3dh,2491 MHz,2,Radeon RX 6600,Black,2 Fans,1626 MHz,3,,1 x PCIe 8-pin,FreeSync,1,,PCIe x16,200 mm,PowerColor,8 GB,GDDR6,AXRX 6600 8GBD6-3DH,,132 W,2,,,
Gigabyte VISION OC Rev 2.0 GeForce RTX 3070 LHR 8 GB,https://pcpartpicker.com/product/8ZH7YJ/gigabyte-vision-oc-rev-20-geforce-rtx-3070-lhr-8-gb-video-card-gv-n3070vision-oc-8gd-rev-20,1815 MHz,2,GeForce RTX 3070 LHR,Silver / White,3 Fans,1500 MHz,2,14000 MHz,1 x PCIe 8-pin + 1 x PCIe 6-pin,G-Sync,2,,PCIe x16,286 mm,Gigabyte,8 GB,GDDR6,GV-N3070VISION OC-8GD Rev 2.0; GV-N3070VISION OC-8GD 2.0; GV-N3070VISION OC-8GD V2,,220 W,3,,,
PowerColor Fighter Radeon RX 6600 8 GB,https://pcpartpicker.com/product/fQhFf7/powercolor-radeon-rx-6600-8-gb-fighter-video-card-axrx-6600-8gbd6-3dh,2491 MHz,2,Radeon RX 6600,Black,2 Fans,1626 MHz,3,,1 x PCIe 8-pin,FreeSync,1,,PCIe x16,200 mm,PowerColor,8 GB,GDDR6,AXRX 6600 8GBD6-3DH,,132 W,2,,,
MSI VENTUS XS OC GeForce GTX 1660 6 GB,https://pcpartpicker.com/product/MYMwrH/msi-geforce-gtx-1660-6-gb-ventus-xs-oc-video-card-gtx-1660-ventus-xs-6g-oc,1830 MHz,2,GeForce GTX 1660,Black / White,2 Fans,1530 MHz,3,8000 MHz,1 x PCIe 8-pin,G-Sync,1,,PCIe x16,204 mm,MSI,6 GB,GDDR5,GTX 1660 VENTUS XS 6G OC; G1660VXS6C; GEFORCE GTX 1660 VENTUS XS 6G OC; 912-V379-014; V379-013R,,130 W,2,,,
MSI GAMING X TRIO GeForce RTX 3070 Ti 8 GB,https://pcpartpicker.com/product/JjGbt6/msi-geforce-rtx-3070-ti-8-gb-gaming-x-trio-video-card-geforce-rtx-3070-ti-gaming-x-trio-8g,1830 MHz,2,GeForce RTX 3070 Ti,Black / Silver,3 Fans,1575 MHz,3,19000 MHz,2 x PCIe 8-pin,G-Sync,1,,PCIe x16,323 mm,MSI,8 GB,GDDR6X,GeForce RTX 3070 Ti GAMING X TRIO 8G; RTX 3070 Ti GAMING X TRIO 8G; V505-009R; 912-V505-011,,310 W,3,,,
ASRock Challenger D Radeon RX 6600 8 GB,https://pcpartpicker.com/product/D9ytt6/asrock-radeon-rx-6600-8-gb-challenger-d-video-card-rx6600-cld-8g,,2,Radeon RX 6600,Black,2 Fans,1626 MHz,3,,1 x PCIe 8-pin,FreeSync,1,,PCIe x16,269 mm,ASRock,8 GB,GDDR6,RX6600 CLD 8G; 90-GA2RZZ-00UANF,,132 W,2,,,
Asus TUF-RX6800XT-O16G-GAMING Radeon RX 6800 XT 16 GB,https://pcpartpicker.com/product/HY4BD3/asus-tuf-rx6800xt-o16g-gaming-radeon-rx-6800-xt-16-gb-video-card-tuf-rx6800xt-o16g-gaming,2340 MHz,2,Radeon RX 6800 XT,Black,3 Fans,1825 MHz,3,16000 MHz,2 x PCIe 8-pin,FreeSync,1,,PCIe x16,320 mm,Asus,16 GB,GDDR6,TUF-RX6800XT-O16G-GAMING; 90YV0FL1-M0NM00,,300 W,3,,,
NVIDIA Founders Edition GeForce RTX 3060 Ti 8 GB,https://pcpartpicker.com/product/wvgQzy/nvidia-geforce-rtx-3060-ti-8-gb-founders-edition-video-card-900-1g142-2520-000,1670 MHz,2,GeForce RTX 3060 Ti,Black / Silver,2 Fans,1410 MHz,3,14000 MHz,1 x PCIe 12-pin,G-Sync,1,,PCIe x16,242 mm,NVIDIA,8 GB,GDDR6,900-1G142-2520-000,,200 W,2,,,
Gigabyte GAMING OC 3X GeForce RTX 2070 SUPER 8 GB,https://pcpartpicker.com/product/TkfFf7/gigabyte-geforce-rtx-2070-super-8-gb-gaming-oc-3x-video-card-gv-n207sgamingoc-white-8gd,1815 MHz,2,GeForce RTX 2070 SUPER,White,3 Fans,1605 MHz,3,14000 MHz,1 x PCIe 8-pin + 1 x PCIe 6-pin,G-Sync,1,,PCIe x16,286 mm,Gigabyte,8 GB,GDDR6,GV-N207SGAMINGOC WHITE-8GD,2-way SLI Capable,215 W,3,,,
Zotac GAMING AMP GeForce RTX 2080 8 GB,https://pcpartpicker.com/product/3J22FT/zotac-geforce-rtx-2080-8gb-gaming-amp-video-card-zt-t20800d-10p,,2,GeForce RTX 2080,Black,3 Fans,1515 MHz,3,,1 x PCIe 8-pin + 1 x PCIe 6-pin,G-Sync,1,,PCIe x16,308 mm,Zotac,8 GB,GDDR6,ZT-T20800D-10P,2-way SLI Capable,215 W,3,,,
Zotac GAMING Twin Fan GeForce RTX 2070 SUPER 8 GB,https://pcpartpicker.com/product/gZLwrH/zotac-geforce-rtx-2070-super-8-gb-twin-fan-video-card-zt-t20710f-10p,1770 MHz,2,GeForce RTX 2070 SUPER,Black,2 Fans,1605 MHz,3,14000 MHz,1 x PCIe 8-pin + 1 x PCIe 6-pin,G-Sync,1,,PCIe x16,268 mm,Zotac,8 GB,GDDR6,ZT-T20710F-10P,2-way SLI Capable,215 W,3,,,
Gigabyte GAMING OC Rev 2.0 GeForce RTX 3060 12GB 12 GB,https://pcpartpicker.com/product/GzgFf7/gigabyte-gaming-oc-rev-20-geforce-rtx-3060-12gb-12-gb-video-card-gv-n3060gaming-oc-12gd-rev-20,1837 MHz,2,GeForce RTX 3060 12GB,Black / Gray,3 Fans,1320 MHz,2,15000 MHz,1 x PCIe 8-pin,G-Sync,2,,PCIe x16,282 mm,Gigabyte,12 GB,GDDR6,GV-N3060GAMING OC-12GD (rev. 2.0); GV-N3060GAMING OC-12GD V2; GV-N3060GAMING OC-12GD 2.0; GV-N3060GAMOC-12GDR2,,170 W,2,,,
Zotac GAMING Twin Edge OC White Edition GeForce RTX 3070 LHR 8 GB,https://pcpartpicker.com/product/Ly92FT/zotac-geforce-rtx-3070-lhr-8-gb-gaming-twin-edge-oc-white-edition-video-card-zt-a30700j-10plhr,1755 MHz,2,GeForce RTX 3070 LHR,White,2 Fans,1500 MHz,3,14000 MHz,2 x PCIe 8-pin,G-Sync,1,,PCIe x16,232 mm,Zotac,8 GB,GDDR6,ZT-A30700J-10PLHR,,220 W,2,,,
Gigabyte GAMING OC GeForce RTX 3080 12GB LHR 12 GB,https://pcpartpicker.com/product/VpJgXL/gigabyte-geforce-rtx-3080-12gb-lhr-12-gb-gaming-oc-video-card-gv-n3080gaming-oc-12gd,1755 MHz,2,GeForce RTX 3080 12GB LHR,Black / Silver,3 Fans,1260 MHz,3,19000 MHz,2 x PCIe 8-pin,G-Sync,1,,PCIe x16,320 mm,Gigabyte,12 GB,GDDR6X,GV-N3080GAMING OC-12GD,,350 W,3,,,
Asus ROG STRIX GAMING OC GeForce RTX 3070 8 GB,https://pcpartpicker.com/product/DBgQzy/asus-geforce-rtx-3070-8-gb-rog-strix-gaming-oc-video-card-rog-strix-rtx3070-o8g-gaming,1905 MHz,2,GeForce RTX 3070,Black,3 Fans,1500 MHz,3,14000 MHz,2 x PCIe 8-pin,G-Sync,2,,PCIe x16,318 mm,Asus,8 GB,GDDR6,ROG-STRIX-RTX3070-O8G-GAMING; 90YV0FR1-M0NA00,,220 W,3,,,
Asus TUF GAMING OC GeForce RTX 3070 Ti 8 GB,https://pcpartpicker.com/product/CqPQzy/asus-geforce-rtx-3070-ti-8-gb-tuf-gaming-oc-video-card-tuf-rtx3070ti-o8g-gaming,1815 MHz,2,GeForce RTX 3070 Ti,Black / Silver,3 Fans,1575 MHz,3,19000 MHz,2 x PCIe 8-pin,G-Sync,2,,PCIe x16,300 mm,Asus,8 GB,GDDR6X,TUF-RTX3070TI-O8G-GAMING; 90YV0GY0-M0NA00,,290 W,3,,,
ASRock Challenger ITX Radeon RX 6600 XT 8 GB,https://pcpartpicker.com/product/w2WzK8/asrock-radeon-rx-6600-xt-8-gb-challenger-itx-video-card-rx6600xt-cli-8g,,2,Radeon RX 6600 XT,Black,1 Fan,1968 MHz,2,,1 x PCIe 8-pin,FreeSync,2,,PCIe x16,179 mm,ASRock,8 GB,GDDR6,RX6600XT CLI 8G; 90-GA32ZZ-00UANF,,160 W,2,,,
XFX Triple Dissipation Radeon RX 5700 XT 8 GB,https://pcpartpicker.com/product/tgNgXL/xfx-radeon-rx-5700-xt-8-gb-triple-dissipation-video-card-rx-57xt83ld8,1905 MHz,2,Radeon RX 5700 XT,Black,3 Fans,1605 MHz,3,14000 MHz,1 x PCIe 8-pin + 1 x PCIe 6-pin,FreeSync,1,,PCIe x16,326 mm,XFX,8 GB,GDDR6,RX-57XT83LD8,,225 W,2,,,
Zotac GAMING AMP GeForce RTX 3060 Ti LHR 8 GB,https://pcpartpicker.com/product/CCgFf7/zotac-geforce-rtx-3060-ti-lhr-8-gb-gaming-amp-video-card-zt-a30610f-10plhr,1755 MHz,2,GeForce RTX 3060 Ti LHR,White,2 Fans,1410 MHz,3,14000 MHz,2 x PCIe 8-pin,G-Sync,1,,PCIe x16,232 mm,Zotac,8 GB,GDDR6,ZT-A30610F-10PLHR,,240 W,2,,,
Sapphire PULSE Radeon RX 7800 XT 16 GB,https://pcpartpicker.com/product/fcBzK8/sapphire-pulse-radeon-rx-7800-xt-16-gb-video-card-11330-02-20g,,2,Radeon RX 7800 XT,Black / Red,2 Fans,1295 MHz,2,,2 x PCIe 8-pin,FreeSync,2,,PCIe x16,280 mm,Sapphire,16 GB,GDDR6,11330-02-20G,,266 W,3,,,
XFX Speedster MERC 319 Black Radeon RX 6900 XT 16 GB,https://pcpartpicker.com/product/FgxRsY/xfx-radeon-rx-6900-xt-16-gb-speedster-merc-319-black-video-card-rx-69xtatbd9,2365 MHz,2,Radeon RX 6900 XT,Black / Silver,3 Fans,1950 MHz,3,16000 MHz,2 x PCIe 8-pin,FreeSync,1,,PCIe x16,340 mm,XFX,16 GB,GDDR6,RX-69XTATBD9,,300 W,3,,,
PowerColor Red Devil OC Radeon RX 6800 XT 16 GB,https://pcpartpicker.com/product/9KJmP6/powercolor-radeon-rx-6800-xt-16-gb-red-devil-oc-video-card-axrx-6800xt-16gbd6-3dheoc,2340 MHz,2,Radeon RX 6800 XT,Black,3 Fans,1825 MHz,3,16000 MHz,2 x PCIe 8-pin,FreeSync,1,,PCIe x16,320 mm,PowerColor,16 GB,GDDR6,AXRX 6800XT 16GBD6-3DHE/OC,,300 W,3,,,
Sapphire PULSE Radeon RX 6700 XT 12 GB,https://pcpartpicker.com/product/xf92FT/sapphire-radeon-rx-6700-xt-12-gb-pulse-video-card-11306-02-20g,2581 MHz,2,Radeon RX 6700 XT,Black,2 Fans,2321 MHz,3,16000 MHz,1 x PCIe 8-pin + 1 x PCIe 6-pin,FreeSync,1,,PCIe x16,260 mm,Sapphire,12 GB,GDDR6,11306-02-20G,,230 W,3,,,
Sapphire NITRO+ Radeon RX 6600 XT 8 GB,https://pcpartpicker.com/product/dFmmP6/sapphire-radeon-rx-6600-xt-8-gb-nitro-video-card-11309-01-20g,2607 MHz,2,Radeon RX 6600 XT,Black / Silver,2 Fans,1968 MHz,3,,1 x PCIe 8-pin,FreeSync,1,,PCIe x16,240 mm,Sapphire,8 GB,GDDR6,11309-01-20G,,180 W,3,,,
EVGA XC3 ULTRA GAMING iCX3 GeForce RTX 3080 Ti 12 GB,https://pcpartpicker.com/product/QFPQzy/evga-xc3-ultra-gaming-icx3-geforce-rtx-3080-ti-12-gb-video-card-12g-p5-3955-kr,1725 MHz,2,GeForce RTX 3080 Ti,Black,3 Fans,1365 MHz,3,,2 x PCIe 8-pin,G-Sync,1,,PCIe x16,300 mm,EVGA,12 GB,GDDR6X,12G-P5-3955-KR,,350 W,3,,,
NVIDIA Founders Edition GeForce RTX 3070 8 GB,https://pcpartpicker.com/product/m8pmP6/nvidia-geforce-rtx-3070-8-gb-founders-edition-video-card-9001g1422510000,1730 MHz,2,GeForce RTX 3070,Black,2 Fans,1500 MHz,3,16000 MHz,1 x PCIe 12-pin,G-Sync,1,,PCIe x16,242 mm,NVIDIA,8 GB,GDDR6,9001G1422510000,,220 W,2,,,
Asus DUAL OC V2 GeForce RTX 3070 LHR 8 GB,https://pcpartpicker.com/product/nv2WGX/asus-geforce-rtx-3070-lhr-8-gb-dual-oc-v2-video-card-dual-rtx3070-o8g-v2,1800 MHz,2,GeForce RTX 3070 LHR,Black,2 Fans,1500 MHz,3,14000 MHz,2 x PCIe 8-pin,G-Sync,2,,PCIe x16,267 mm,Asus,8 GB,GDDR6,DUAL-RTX3070-O8G-V2; 90YV0FQC-M0NA00,,220 W,3,,,
MSI GAMING X TRIO GeForce RTX 3080 Ti 12 GB,https://pcpartpicker.com/product/DDwypg/msi-geforce-rtx-3080-ti-12-gb-gaming-x-trio-video-card-geforce-rtx-3080-ti-gaming-x-trio-12g,1770 MHz,2,GeForce RTX 3080 Ti,Black / Silver,3 Fans,1365 MHz,3,19000 MHz,3 x PCIe 8-pin,G-Sync,1,,PCIe x16,324 mm,MSI,12 GB,GDDR6X,GeForce RTX 3080 Ti GAMING X TRIO 12G; RTX 3080 Ti GAMING X TRIO 12G; V389-058R; G308TGXT12,,350 W,3,,,
EVGA XC3 ULTRA GAMING GeForce RTX 3070 Ti 8 GB,https://pcpartpicker.com/product/GtWzK8/evga-geforce-rtx-3070-ti-8-gb-xc3-ultra-gaming-video-card-08g-p5-3785-kl,1815 MHz,2,GeForce RTX 3070 Ti,Black,3 Fans,1575 MHz,3,19000 MHz,2 x PCIe 8-pin,G-Sync,1,,PCIe x16,285 mm,EVGA,8 GB,GDDR6X,08G-P5-3785-KL,,290 W,3,,,
Asus ROG STRIX GAMING OC V2 GeForce RTX 3060 12GB 12 GB,https://pcpartpicker.com/product/JNddnQ/asus-geforce-rtx-3060-12-gb-rog-strix-gaming-oc-v2-video-card-rog-strix-rtx3060-o12g-v2-gaming,1912 MHz,2,GeForce RTX 3060 12GB,Black / Silver,3 Fans,1320 MHz,,15000 MHz,1 x PCIe 8-pin,G-Sync,,,PCIe x16,300 mm,Asus,12 GB,GDDR6,ROG-STRIX-RTX3060-O12G-V2-GAMING; 90YV0GC2-M0NA10,,170 W,3,,,
PowerColor Low Profile Radeon RX 6400 4 GB,https://pcpartpicker.com/product/gNwypg/powercolor-radeon-rx-6400-4-gb-low-profile-video-card-axrx-6400-lp-4gbd6-dh,,1,Radeon RX 6400,Black / Silver,1 Fan,1923 MHz,1,,,FreeSync,1,,PCIe x16,155 mm,PowerColor,4 GB,GDDR6,AXRX 6400 LP 4GBD6-DH,,53 W,1,,,
Gigabyte Vision OC GeForce RTX 3080 10GB 10 GB,https://pcpartpicker.com/product/3fWBD3/gigabyte-vision-oc-geforce-rtx-3080-10gb-10-gb-video-card-gvn3080visionoc10gd,1800 MHz,2,GeForce RTX 3080 10GB,Silver / White,3 Fans,1440 MHz,3,19000 MHz,2 x PCIe 8-pin,G-Sync,2,,PCIe x16,320 mm,Gigabyte,10 GB,GDDR6X,GVN3080VISIONOC10GD,,320 W,3,,,
Zotac GAMING AMP Holo GeForce RTX 3080 Ti 12 GB,https://pcpartpicker.com/product/FBvdnQ/zotac-geforce-rtx-3080-ti-12-gb-gaming-amp-holo-video-card-zt-a30810f-10p,1710 MHz,2,GeForce RTX 3080 Ti,Black / Silver,3 Fans,1365 MHz,3,19000 MHz,2 x PCIe 8-pin,G-Sync,1,,PCIe x16,318 mm,Zotac,12 GB,GDDR6X,ZT-A30810F-10P,,350 W,4,,,
Zotac GAMING AMP Holo GeForce RTX 3080 Ti 12 GB,https://pcpartpicker.com/product/FBvdnQ/zotac-geforce-rtx-3080-ti-12-gb-gaming-amp-holo-video-card-zt-a30810f-10p,1710 MHz,2,GeForce RTX 3080 Ti,Black / Silver,3 Fans,1365 MHz,3,19000 MHz,2 x PCIe 8-pin,G-Sync,1,,PCIe x16,318 mm,Zotac,12 GB,GDDR6X,ZT-A30810F-10P,,350 W,4,,,
PowerColor AXRX 5700XT 8GBD6-3DH Radeon RX 5700 XT 8 GB,https://pcpartpicker.com/product/QjpmP6/powercolor-radeon-rx-5700-xt-8-gb-video-card-axrx-5700xt-8gbd6-3dh,1905 MHz,2,Radeon RX 5700 XT,Black,2 Fans,1605 MHz,3,14000 MHz,1 x PCIe 8-pin + 1 x PCIe 6-pin,FreeSync,1,,PCIe x16,230 mm,PowerColor,8 GB,GDDR6,AXRX 5700XT 8GBD6-3DH,,225 W,2,,,
Gigabyte GAMING OC Radeon RX 6800 16 GB,https://pcpartpicker.com/product/Nw9tt6/gigabyte-radeon-rx-6800-16-gb-gaming-oc-video-card-gv-r68gaming-oc-16gd,2155 MHz,2,Radeon RX 6800,Silver / Black,3 Fans,1815 MHz,2,16000 MHz,2 x PCIe 8-pin,FreeSync,2,,PCIe x16,286 mm,Gigabyte,16 GB,GDDR6,GV-R68GAMING OC-16GD,,250 W,3,,,
Gigabyte GAMING OC GeForce RTX 3060 Ti 8 GB,https://pcpartpicker.com/product/b6TzK8/gigabyte-geforce-rtx-3060-ti-8-gb-gaming-oc-video-card-gv-n306tgaming-oc-8gd,1740 MHz,2,GeForce RTX 3060 Ti,Black / Silver,3 Fans,1410 MHz,2,1400 MHz,1 x PCIe 8-pin,G-Sync,2,,PCIe x16,282 mm,Gigabyte,8 GB,GDDR6,GV-N306TGAMING OC-8GD,,200 W,2,,,
MSI GAMING Z TRIO GeForce RTX 3080 10GB LHR 10 GB,https://pcpartpicker.com/product/MXYmP6/msi-geforce-rtx-3080-lhr-10-gb-gaming-z-trio-video-card-rtx-3080-gaming-z-trio-10g-lhr,1830 MHz,2,GeForce RTX 3080 10GB LHR,Black,3 Fans,1440 MHz,3,19000 MHz,3 x PCIe 8-pin,G-Sync,1,,PCIe x16,323 mm,MSI,10 GB,GDDR6X,RTX 3080 GAMING Z TRIO 10G LHR; GeForce RTX 3080 GAMING Z TRIO 10G LHR; V389-203R; G3080GZT10R,,370 W,3,,,
PNY XLR8 Gaming EPIC-X RGB GeForce RTX 3090 24 GB,https://pcpartpicker.com/product/hP4BD3/pny-geforce-rtx-3090-24-gb-xlr8-gaming-epic-x-rgb-video-card-vcg309024tfxmpb,1695 MHz,2,GeForce RTX 3090,Black,3 Fans,1395 MHz,3,,2 x PCIe 8-pin,G-Sync,1,,PCIe x16,294 mm,PNY,24 GB,GDDR6X,VCG309024TFXMPB,2-way SLI Capable,350 W,3,,,
Sapphire NITRO+ SE Radeon RX 6900 XT 16 GB,https://pcpartpicker.com/product/9QPQzy/sapphire-radeon-rx-6900-xt-16-gb-nitro-se-video-card-11308-03-20g,2365 MHz,2,Radeon RX 6900 XT,Black / White,3 Fans,1825 MHz,3,16000 MHz,2 x PCIe 8-pin + 1 x PCIe 6-pin,FreeSync,1,,PCIe x16,310 mm,Sapphire,16 GB,GDDR6,11308-03-20G,,363 W,3,,,
MSI GAMING X Radeon RX 5600 XT 6 GB,https://pcpartpicker.com/product/ctLwrH/msi-radeon-rx-5600-xt-6-gb-gaming-x-video-card-radeon-rx-5600-xt-gaming-x,1620 MHz,2,Radeon RX 5600 XT,Black / Silver,2 Fans,1235 MHz,3,12000 MHz,2 x PCIe 8-pin,FreeSync,1,,PCIe x16,297 mm,MSI,6 GB,GDDR6,Radeon RX 5600 XT GAMING X; RX 5600 XT GAMING X,,150 W,3,,,
Zotac GAMING Trinity OC GeForce RTX 3080 10GB 10 GB,https://pcpartpicker.com/product/cx4BD3/zotac-geforce-rtx-3080-10-gb-gaming-trinity-oc-video-card-zt-a30800j-10p,1725 MHz,2,GeForce RTX 3080 10GB,Black,3 Fans,1440 MHz,3,19000 MHz,2 x PCIe 8-pin,G-Sync,1,,PCIe x16,318 mm,Zotac,10 GB,GDDR6X,ZT-A30800J-10P,,320 W,3,,,
Gigabyte OC GeForce GTX 1660 SUPER 6 GB,https://pcpartpicker.com/product/CnpmP6/gigabyte-geforce-gtx-1660-super-6-gb-oc-video-card-gv-n166soc-6gd,1830 MHz,2,GeForce GTX 1660 SUPER,Black / Silver,2 Fans,1530 MHz,3,14000 MHz,1 x PCIe 8-pin,G-Sync,1,,PCIe x16,226 mm,Gigabyte,6 GB,GDDR6,GV-N166SOC-6GD,,125 W,2,,,
XFX Speedster SWFT 210 Radeon RX 6600 8 GB,https://pcpartpicker.com/product/wdvdnQ/xfx-radeon-rx-6600-8-gb-speedster-swft-210-video-card-rx-66xl8lfdq,2491 MHz,2,Radeon RX 6600,Black,2 Fans,1626 MHz,3,,1 x PCIe 8-pin,FreeSync,1,,PCIe x16,241 mm,XFX,8 GB,GDDR6,RX-66XL8LFDQ,,132 W,2,,,
XFX RAW II Radeon RX 5600 XT 6 GB,https://pcpartpicker.com/product/hJt9TW/xfx-radeon-rx-5600-xt-6-gb-raw-ii-video-card-rx-56xt6offr,1620 MHz,2,Radeon RX 5600 XT,Black,2 Fans,1247 MHz,3,12000 MHz,1 x PCIe 8-pin + 1 x PCIe 6-pin,FreeSync,1,,PCIe x16,326 mm,XFX,6 GB,GDDR6,RX-56XT6OFFR,,150 W,3,,,
Asus TUF GAMING OC GeForce RTX 3070 Ti 8 GB,https://pcpartpicker.com/product/CqPQzy/asus-geforce-rtx-3070-ti-8-gb-tuf-gaming-oc-video-card-tuf-rtx3070ti-o8g-gaming,1815 MHz,2,GeForce RTX 3070 Ti,Black / Silver,3 Fans,1575 MHz,3,19000 MHz,2 x PCIe 8-pin,G-Sync,2,,PCIe x16,300 mm,Asus,8 GB,GDDR6X,TUF-RTX3070TI-O8G-GAMING; 90YV0GY0-M0NA00,,290 W,3,,,
Sapphire PULSE Radeon RX 7800 XT 16 GB,https://pcpartpicker.com/product/fcBzK8/sapphire-pulse-radeon-rx-7800-xt-16-gb-video-card-11330-02-20g,,2,Radeon RX 7800 XT,Black / Red,2 Fans,1295 MHz,2,,2 x PCIe 8-pin,FreeSync,2,,PCIe x16,280 mm,Sapphire,16 GB,GDDR6,11330-02-20G,,266 W,3,,,
PowerColor Red Devil OC Radeon RX 6800 XT 16 GB,https://pcpartpicker.com/product/9KJmP6/powercolor-radeon-rx-6800-xt-16-gb-red-devil-oc-video-card-axrx-6800xt-16gbd6-3dheoc,2340 MHz,2,Radeon RX 6800 XT,Black,3 Fans,1825 MHz,3,16000 MHz,2 x PCIe 8-pin,FreeSync,1,,PCIe x16,320 mm,PowerColor,16 GB,GDDR6,AXRX 6800XT 16GBD6-3DHE/OC,,300 W,3,,,
Sapphire PULSE Radeon RX 6700 XT 12 GB,https://pcpartpicker.com/product/xf92FT/sapphire-radeon-rx-6700-xt-12-gb-pulse-video-card-11306-02-20g,2581 MHz,2,Radeon RX 6700 XT,Black,2 Fans,2321 MHz,3,16000 MHz,1 x PCIe 8-pin + 1 x PCIe 6-pin,FreeSync,1,,PCIe x16,260 mm,Sapphire,12 GB,GDDR6,11306-02-20G,,230 W,3,,,
NVIDIA Founders Edition GeForce RTX 3070 8 GB,https://pcpartpicker.com/product/m8pmP6/nvidia-geforce-rtx-3070-8-gb-founders-edition-video-card-9001g1422510000,1730 MHz,2,GeForce RTX 3070,Black,2 Fans,1500 MHz,3,16000 MHz,1 x PCIe 12-pin,G-Sync,1,,PCIe x16,242 mm,NVIDIA,8 GB,GDDR6,9001G1422510000,,220 W,2,,,
Asus DUAL OC V2 GeForce RTX 3070 LHR 8 GB,https://pcpartpicker.com/product/nv2WGX/asus-geforce-rtx-3070-lhr-8-gb-dual-oc-v2-video-card-dual-rtx3070-o8g-v2,1800 MHz,2,GeForce RTX 3070 LHR,Black,2 Fans,1500 MHz,3,14000 MHz,2 x PCIe 8-pin,G-Sync,2,,PCIe x16,267 mm,Asus,8 GB,GDDR6,DUAL-RTX3070-O8G-V2; 90YV0FQC-M0NA00,,220 W,3,,,
MSI GAMING X TRIO GeForce RTX 3080 Ti 12 GB,https://pcpartpicker.com/product/DDwypg/msi-geforce-rtx-3080-ti-12-gb-gaming-x-trio-video-card-geforce-rtx-3080-ti-gaming-x-trio-12g,1770 MHz,2,GeForce RTX 3080 Ti,Black / Silver,3 Fans,1365 MHz,3,19000 MHz,3 x PCIe 8-pin,G-Sync,1,,PCIe x16,324 mm,MSI,12 GB,GDDR6X,GeForce RTX 3080 Ti GAMING X TRIO 12G; RTX 3080 Ti GAMING X TRIO 12G; V389-058R; G308TGXT12,,350 W,3,,,
PowerColor Low Profile Radeon RX 6400 4 GB,https://pcpartpicker.com/product/gNwypg/powercolor-radeon-rx-6400-4-gb-low-profile-video-card-axrx-6400-lp-4gbd6-dh,,1,Radeon RX 6400,Black / Silver,1 Fan,1923 MHz,1,,,FreeSync,1,,PCIe x16,155 mm,PowerColor,4 GB,GDDR6,AXRX 6400 LP 4GBD6-DH,,53 W,1,,,
Asus TUF GAMING OC V2 GeForce RTX 3070 LHR 8 GB,https://pcpartpicker.com/product/R4jBD3/asus-geforce-rtx-3070-lhr-8-gb-tuf-gaming-oc-v2-video-card-tuf-rtx3070-o8g-v2-gaming,1845 MHz,2,GeForce RTX 3070 LHR,Black,3 Fans,1500 MHz,3,14000 MHz,2 x PCIe 8-pin,G-Sync,2,,PCIe x16,300 mm,Asus,8 GB,GDDR6,TUF-RTX3070-O8G-V2-GAMING,,220 W,3,,,
PNY XLR8 Gaming REVEL EPIC-X RGB GeForce RTX 3050 8GB 8 GB,https://pcpartpicker.com/product/7FM48d/pny-geforce-rtx-3050-8gb-8-gb-xlr8-gaming-revel-epic-x-rgb-video-card-vcg30508dfxppb,1777 MHz,2,GeForce RTX 3050 8GB,Black / Red,2 Fans,1552 MHz,3,14000 MHz,1 x PCIe 8-pin,G-Sync,1,,PCIe x16,247 mm,PNY,8 GB,GDDR6,VCG30508DFXPPB; VCG30508DFXPPB1,,130 W,2,,,
