component_type,component_name,component_link,CAS_Latency,Color,ECC_Registered,First_Word_Latency,Form_Factor,Heat_Spreader,Inferred_,Manufacturer,Modules,Part_#_#,Price_GB,Speed,Timing,Voltage
,Lexar THOR OC 32 GB (2 x 16 GB) DDR5-6000 CL32,https://pcpartpicker.com/product/xtqrxr/lexar-thor-oc-32-gb-2-x-16-gb-ddr5-6000-cl32-memory-ld5u16g60c32lg-rud,32,Black / Gold,Non-ECC / Unbuffered,10.667 ns,288-pin DIMM (DDR5),Yes,,Lexar,2 x 16GB,LD5U16G60C32LG-RUD,$3.38 ,DDR5-6000,32-38-38-76,1.35 V
,Patriot Viper Venom RGB 32 GB (2 x 16 GB) DDR5-6400 CL40,https://pcpartpicker.com/product/6zGhP6/patriot-viper-venom-rgb-32-gb-2-x-16-gb-ddr5-6400-cl40-memory-pvvr532g640c32k,40,Black / White,Non-ECC / Unbuffered,12.5 ns,288-pin DIMM (DDR5),Yes,,Patriot,2 x 16GB,PVVR532G640C32K,$3.06 ,DDR5-6400,40-40-40-77,1.4 V
,Corsair Vengeance 64 GB (2 x 32 GB) DDR5-6000 CL30,https://pcpartpicker.com/product/8ZQKHx/corsair-vengeance-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-cmk64gx5m2b6000c30,30,Black / Gray,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,Corsair,2 x 32GB,CMK64GX5M2B6000C30,$3.52 ,DDR5-6000,30-36-36-76,1.4 V
,G.Skill Trident Z5 RGB 32 GB (2 x 16 GB) DDR5-7800 CL36,https://pcpartpicker.com/product/mHYmP6/gskill-trident-z5-rgb-32-gb-2-x-16-gb-ddr5-7800-cl36-memory-f5-7800j3646h16gx2-tz5rk,36,Black,Non-ECC / Unbuffered,9.231 ns,288-pin DIMM (DDR5),Yes,,G.Skill,2 x 16GB,F5-7800J3646H16GX2-TZ5RK,$4.69 ,DDR5-7800,36-46-46-125,1.45 V
,Silicon Power XPOWER Zenith RGB Gaming 32 GB (2 x 16 GB) DDR5-6000 CL30,https://pcpartpicker.com/product/fxdG3C/silicon-power-xpower-zenith-rgb-gaming-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-sp032gxlwu60afdh,30,White,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,Silicon Power,2 x 16GB,SP032GXLWU60AFDH; SU032GXLWU60AFDHSW; SU032GXLWU60AFDHBH,$3.06 ,DDR5-6000,30-38-38-96,1.35 V
,Corsair Vengeance RGB Pro SL 64 GB (4 x 16 GB) DDR4-3600 CL18,https://pcpartpicker.com/product/NQwypg/corsair-vengeance-rgb-pro-sl-64-gb-4-x-16-gb-ddr4-3600-cl18-memory-cmh64gx4m4d3600c18w,18,White,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR4),Yes,,Corsair,4 x 16GB,CMH64GX4M4D3600C18W,$2.50 ,DDR4-3600,18-22-22-42,1.35 V
,G.Skill Trident Z5 RGB 96 GB (2 x 48 GB) DDR5-6400 CL32,https://pcpartpicker.com/product/VdxxFT/gskill-trident-z5-rgb-96-gb-2-x-48-gb-ddr5-6400-cl32-memory-f5-6400j3239f48gx2-tz5rw,32,White / Black,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,G.Skill,2 x 48GB,F5-6400J3239F48GX2-TZ5RW,$3.13 ,DDR5-6400,32-39-39-102,1.35 V
,Crucial Ballistix 16 GB (2 x 8 GB) DDR4-3600 CL16,https://pcpartpicker.com/product/2TFKHx/crucial-ballistix-16-gb-2-x-8-gb-ddr4-3600-memory-bl2k8g36c16u4b,16,Black,Non-ECC / Unbuffered,8.889 ns,288-pin DIMM (DDR4),Yes,,Crucial,2 x 8GB,BL2K8G36C16U4B,,DDR4-3600,16-18-18-38,1.35 V
,Crucial Pro Overclocking 32 GB (2 x 16 GB) DDR5-6000 CL36,https://pcpartpicker.com/product/63TZxr/crucial-pro-overclocking-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-cp2k16g60c36u5w,36,White,Non-ECC / Unbuffered,12 ns,288-pin DIMM (DDR5),Yes,,Crucial,2 x 16GB,CP2K16G60C36U5W,$2.97 ,DDR5-6000,36-38-38-80,1.35 V
,Crucial Pro 64 GB (2 x 32 GB) DDR4-3200 CL22,https://pcpartpicker.com/product/s288TW/crucial-pro-64-gb-2-x-32-gb-ddr4-3200-cl22-memory-cp2k32g4dfra32a,22,Black / Green,Non-ECC / Unbuffered,13.75 ns,288-pin DIMM (DDR4),Yes,,Crucial,2 x 32GB,CP2K32G4DFRA32A,$1.41 ,DDR4-3200,,1.2 V
,G.Skill Aegis 16 GB (2 x 8 GB) DDR4-3200 CL16,https://pcpartpicker.com/product/mcH8TW/gskill-aegis-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-f4-3200c16d-16gis,16,Red / Black,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR4),No,,G.Skill,2 x 8GB,F4-3200C16D-16GIS,$1.87 ,DDR4-3200,16-18-18-38,1.35 V
,Corsair Vengeance RGB 32 GB (2 x 16 GB) DDR5-6400 CL36,https://pcpartpicker.com/product/rBqrxr/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-6400-cl36-memory-cmh32gx5m2b6400c36w,36,White / Black,Non-ECC / Unbuffered,11.25 ns,288-pin DIMM (DDR5),Yes,,Corsair,2 x 16GB,CMH32GX5M2B6400C36W,$3.75 ,DDR5-6400,36-48-48-104,1.4 V
,G.Skill Ripjaws V 16 GB (2 x 8 GB) DDR4-3200 CL16,https://pcpartpicker.com/product/Cf98TW/gskill-ripjaws-v-series-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-f4-3200c16d-16gvkb,16,Black,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR4),Yes,,G.Skill,2 x 8GB,F4-3200C16D-16GVKB,$2.06 ,DDR4-3200,,1.35 V
,Crucial Pro 32 GB (2 x 16 GB) DDR4-3200 CL22,https://pcpartpicker.com/product/FRKscf/crucial-pro-32-gb-2-x-16-gb-ddr4-3200-cl22-memory-cp2k16g4dfra32a,22,Black,Non-ECC / Unbuffered,13.75 ns,288-pin DIMM (DDR4),Yes,,Crucial,2 x 16GB,CP2K16G4DFRA32A,$1.59 ,DDR4-3200,,1.2 V
,Corsair Vengeance RGB 32 GB (2 x 16 GB) DDR5-6000 CL36,https://pcpartpicker.com/product/QTLFf7/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-cmh32gx5m2d6000c36w,36,White,Non-ECC / Unbuffered,12 ns,288-pin DIMM (DDR5),Yes,,Corsair,2 x 16GB,CMH32GX5M2D6000C36W,,DDR5-6000,36-36-36-76,1.35 V
,Klevv FIT V 32 GB (2 x 16 GB) DDR5-6000 CL32,https://pcpartpicker.com/product/C93NnQ/klevv-fit-v-32-gb-2-x-16-gb-ddr5-6000-cl32-memory-kd5agu880-60a320f,32,White,Non-ECC / Unbuffered,10.667 ns,288-pin DIMM (DDR5),Yes,,Klevv,2 x 16GB,KD5AGU880-60A320F,$2.63 ,DDR5-6000,32-38-38-78,1.35 V
,Silicon Power XPOWER Zenith Gaming 16 GB (2 x 8 GB) DDR4-3200 CL16,https://pcpartpicker.com/product/hPfnTW/silicon-power-xpower-zenith-gaming-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-sp016gxlzu320bdc,16,Black / Silver,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR4),Yes,,Silicon Power,2 x 8GB,SP016GXLZU320BDC,,DDR4-3200,16-18-18-38,1.35 V
,Crucial Pro Overclocking 32 GB (2 x 16 GB) DDR5-6000 CL36,https://pcpartpicker.com/product/63TZxr/crucial-pro-overclocking-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-cp2k16g60c36u5w,36,White,Non-ECC / Unbuffered,12 ns,288-pin DIMM (DDR5),Yes,,Crucial,2 x 16GB,CP2K16G60C36U5W,$2.97 ,DDR5-6000,36-38-38-80,1.35 V
,Corsair Vengeance RGB 32 GB (2 x 16 GB) DDR5-6000 CL36,https://pcpartpicker.com/product/QTLFf7/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-cmh32gx5m2d6000c36w,36,White,Non-ECC / Unbuffered,12 ns,288-pin DIMM (DDR5),Yes,,Corsair,2 x 16GB,CMH32GX5M2D6000C36W,,DDR5-6000,36-36-36-76,1.35 V
,TEAMGROUP T-Force Delta RGB 32 GB (2 x 16 GB) DDR5-6000 CL30,https://pcpartpicker.com/product/WFVmP6/teamgroup-t-force-delta-rgb-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-ff4d532g6000hc30dc01,30,White,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,TEAMGROUP,2 x 16GB,FF4D532G6000HC30DC01,$3.19 ,DDR5-6000,30-36-36-76,1.35 V
,G.Skill Trident Z5 Royal 48 GB (2 x 24 GB) DDR5-7200 CL36,https://pcpartpicker.com/product/4sdG3C/gskill-trident-z5-royal-48-gb-2-x-24-gb-ddr5-7200-cl36-memory-f5-7200j3646f24gx2-tr5g,36,Gold,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,G.Skill,2 x 24GB,F5-7200J3646F24GX2-TR5G,$4.48 ,DDR5-7200,36-46-46-115,1.35 V
,G.Skill Trident Z5 Royal Neo RGB 32 GB (2 x 16 GB) DDR5-6000 CL28,https://pcpartpicker.com/product/Hm6NnQ/gskill-trident-z5-royal-neo-rgb-32-gb-2-x-16-gb-ddr5-6000-cl28-memory-f5-6000j2836g16gx2-tr5ns,28,Silver,Non-ECC / Unbuffered,9.333 ns,288-pin DIMM (DDR5),Yes,,G.Skill,2 x 16GB,F5-6000J2836G16GX2-TR5NS,$4.38 ,DDR5-6000,28-36-36-96,1.4 V
,Corsair Vengeance LPX 32 GB (2 x 16 GB) DDR4-3200 CL16,https://pcpartpicker.com/product/YPX2FT/corsair-vengeance-lpx-32gb-2-x-16gb-ddr4-3200-memory-cmk32gx4m2b3200c16w,16,White,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR4),Yes,,Corsair,2 x 16GB,CMK32GX4M2B3200C16W,,DDR4-3200,16-18-18-36,1.35 V
,Patriot Viper Venom 64 GB (2 x 32 GB) DDR5-6000 CL36,https://pcpartpicker.com/product/ChdG3C/patriot-viper-venom-64-gb-2-x-32-gb-ddr5-6000-cl36-memory-pvv564g600c36k,36,Black / White,Non-ECC / Unbuffered,12 ns,288-pin DIMM (DDR5),Yes,,Patriot,2 x 32GB,PVV564G600C36K,$2.11 ,DDR5-6000,36-36-36-76,1.35 V
,Corsair Dominator Titanium 32 GB (2 x 16 GB) DDR5-6000 CL30,https://pcpartpicker.com/product/vTjRsY/corsair-dominator-titanium-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-cmp32gx5m2b6000c30w,30,White,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,Corsair,2 x 16GB,CMP32GX5M2B6000C30W,$5.50 ,DDR5-6000,30-36-36-76,1.4 V
,G.Skill Flare X5 32 GB (2 x 16 GB) DDR5-6000 CL36,https://pcpartpicker.com/product/pwxRsY/gskill-flare-x5-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-f5-6000j3636f16gx2-fx5,36,Black,Non-ECC / Unbuffered,12 ns,288-pin DIMM (DDR5),No,,G.Skill,2 x 16GB,F5-6000J3636F16GX2-FX5,$2.56 ,DDR5-6000,36-36-36-96,1.35 V
,TEAMGROUP T-Force Delta RGB 32 GB (2 x 16 GB) DDR5-6000 CL38,https://pcpartpicker.com/product/cd3NnQ/teamgroup-t-force-delta-rgb-32-gb-2-x-16-gb-ddr5-6000-cl38-memory-ff4d532g6000hc38gdc01,38,White,Non-ECC / Unbuffered,12.667 ns,288-pin DIMM (DDR5),Yes,,TEAMGROUP,2 x 16GB,FF4D532G6000HC38GDC01,$2.50 ,DDR5-6000,38-46-46-76,1.25 V
,Corsair Vengeance LPX 32 GB (2 x 16 GB) DDR4-2666 CL16,https://pcpartpicker.com/product/wf98TW/corsair-memory-cmk32gx4m2a2666c16,16,Black / Yellow,Non-ECC / Unbuffered,12.003 ns,288-pin DIMM (DDR4),Yes,,Corsair,2 x 16GB,CMK32GX4M2A2666C16,$2.00 ,DDR4-2666,16-18-18-35,1.2 V
,Corsair Vengeance RGB 32 GB (2 x 16 GB) DDR5-6000 CL30,https://pcpartpicker.com/product/mjt9TW/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-cmh32gx5m2b6000z30k,30,Gray,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,Corsair,2 x 16GB,CMH32GX5M2B6000Z30K,$3.75 ,DDR5-6000,30-36-36-76,1.4 V
,Corsair Dominator Platinum RGB 32 GB (2 x 16 GB) DDR5-7200 CL34,https://pcpartpicker.com/product/Mh4Ycf/corsair-dominator-platinum-rgb-32-gb-2-x-16-gb-ddr5-7200-cl34-memory-cmt32gx5m2x7200c34,34,Black,Non-ECC / Unbuffered,9.444 ns,288-pin DIMM (DDR5),Yes,,Corsair,2 x 16GB,CMT32GX5M2X7200C34,$6.25 ,DDR5-7200,34-44-44-96,1.45 V
,Corsair Vengeance RGB 32 GB (2 x 16 GB) DDR5-6000 CL30,https://pcpartpicker.com/product/mjt9TW/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-cmh32gx5m2b6000z30k,30,Gray,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,Corsair,2 x 16GB,CMH32GX5M2B6000Z30K,$3.75 ,DDR5-6000,30-36-36-76,1.4 V
,TEAMGROUP T-Create Classic 32 GB (2 x 16 GB) DDR5-5600 CL46,https://pcpartpicker.com/product/qk9wrH/teamgroup-t-create-classic-32-gb-2-x-16-gb-ddr5-5600-cl46-memory-ctccd532g5600hc46dc01,46,Black,Non-ECC / Unbuffered,16.429 ns,288-pin DIMM (DDR5),Yes,,TEAMGROUP,2 x 16GB,CTCCD532G5600HC46DC01,$2.34 ,DDR5-5600,46-46-46-90,1.1 V
,Corsair Vengeance RGB 48 GB (2 x 24 GB) DDR5-6000 CL36,https://pcpartpicker.com/product/mw3NnQ/corsair-vengeance-rgb-48-gb-2-x-24-gb-ddr5-6000-cl36-memory-cmh48gx5m2e6000c36,36,Black / Silver,Non-ECC / Unbuffered,12 ns,288-pin DIMM (DDR5),Yes,,Corsair,2 x 24GB,CMH48GX5M2E6000C36,$3.17 ,DDR5-6000,36-44-44-96,1.4 V
,Corsair Dominator Platinum RGB 32 GB (2 x 16 GB) DDR5-6000 CL30,https://pcpartpicker.com/product/wXxRsY/corsair-dominator-platinum-rgb-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-cmt32gx5m2b6000z30k,30,Black,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,Corsair,2 x 16GB,CMT32GX5M2B6000Z30K,$5.00 ,DDR5-6000,30-36-36-76,1.4 V
,G.Skill Trident Z 32 GB (2 x 16 GB) DDR4-3200 CL16,https://pcpartpicker.com/product/6KgPxr/gskill-tridentz-32gb-2-x-16gb-ddr4-3200-memory-f4-3200c16d-32gtzsw,16,Silver / White,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR4),Yes,,G.Skill,2 x 16GB,F4-3200C16D-32GTZSW,$3.59 ,DDR4-3200,16-18-18-38,1.35 V
,Corsair Vengeance RGB 32 GB (2 x 16 GB) DDR5-6000 CL36,https://pcpartpicker.com/product/QTLFf7/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-cmh32gx5m2d6000c36w,36,White,Non-ECC / Unbuffered,12 ns,288-pin DIMM (DDR5),Yes,,Corsair,2 x 16GB,CMH32GX5M2D6000C36W,,DDR5-6000,36-36-36-76,1.35 V
,Kingston FURY Beast 32 GB (1 x 32 GB) DDR5-6000 CL30,https://pcpartpicker.com/product/XF26Mp/kingston-fury-beast-32-gb-1-x-32-gb-ddr5-6000-cl30-memory-kf560c30bb-32,30,Black,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,Kingston,1 x 32GB,KF560C30BB-32,$3.87 ,DDR5-6000,,1.4 V
,Kingston FURY Beast RGB 32 GB (2 x 16 GB) DDR5-6000 CL30,https://pcpartpicker.com/product/NWhv6h/kingston-fury-beast-rgb-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-kf560c30bbeak2-32,30,Black,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,Kingston,2 x 16GB,KF560C30BBEAK2-32,$3.75 ,DDR5-6000,,1.4 V
,Corsair Vengeance 96 GB (2 x 48 GB) DDR5-5200 CL38,https://pcpartpicker.com/product/MKZXsY/corsair-vengeance-96-gb-2-x-48-gb-ddr5-5200-cl38-memory-cmk96gx5m2b5200c38,38,Black,Non-ECC / Unbuffered,14.615 ns,288-pin DIMM (DDR5),Yes,,Corsair,2 x 48GB,CMK96GX5M2B5200C38,$2.60 ,DDR5-5200,38-38-38-84,1.25 V
,Corsair Dominator Titanium 96 GB (2 x 48 GB) DDR5-6600 CL32,https://pcpartpicker.com/product/ZsvD4D/corsair-dominator-titanium-96-gb-2-x-48-gb-ddr5-6600-cl32-memory-cmp96gx5m2b6600c32,32,Black,Non-ECC / Unbuffered,9.697 ns,288-pin DIMM (DDR5),Yes,,Corsair,2 x 48GB,CMP96GX5M2B6600C32,$4.28 ,DDR5-6600,32-39-39-76,1.4 V
,TEAMGROUP T-Force Vulcan Z 16 GB (2 x 8 GB) DDR4-3600 CL18,https://pcpartpicker.com/product/33pzK8/team-t-force-vulcan-z-16-gb-2-x-8-gb-ddr4-3600-cl18-memory-tlzrd416g3600hc18jdc01,18,Red,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR4),Yes,,TEAMGROUP,2 x 8GB,TLZRD416G3600HC18JDC01,$1.87 ,DDR4-3600,18-22-22-42,1.35 V
,Corsair Dominator Titanium 48 GB (2 x 24 GB) DDR5-6000 CL30,https://pcpartpicker.com/product/FcyH99/corsair-dominator-titanium-48-gb-2-x-24-gb-ddr5-6000-cl30-memory-cmp48gx5m2b6000c30,30,Black,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,Corsair,2 x 24GB,CMP48GX5M2B6000C30,$4.73 ,DDR5-6000,30-36-36-76,1.4 V
,G.Skill Trident Z Neo 32 GB (2 x 16 GB) DDR4-3600 CL16,https://pcpartpicker.com/product/w3FKHx/gskill-trident-z-neo-32-gb-2-x-16-gb-ddr4-3600-cl16-memory-f4-3600c16d-32gtznc,16,Black / Silver,Non-ECC / Unbuffered,8.889 ns,288-pin DIMM (DDR4),Yes,,G.Skill,2 x 16GB,F4-3600C16D-32GTZNC,$2.59 ,DDR4-3600,16-19-19-39,1.35 V
,Kingston FURY Beast 32 GB (2 x 16 GB) DDR4-3200 CL16,https://pcpartpicker.com/product/gtddnQ/kingston-fury-beast-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-kf432c16bb1k232,16,Black,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR4),Yes,,Kingston,2 x 16GB,KF432C16BB1K2/32,$2.59 ,DDR4-3200,,1.35 V
,G.Skill Ripjaws V 32 GB (2 x 16 GB) DDR4-3200 CL16,https://pcpartpicker.com/product/kXbkcf/gskill-ripjaws-v-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-f4-3200c16d-32gvk,16,Black,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR4),Yes,,G.Skill,2 x 16GB,F4-3200C16D-32GVK,$1.63 ,DDR4-3200,16-18-18-38,1.35 V
,TEAMGROUP T-Create Classic 32 GB (2 x 16 GB) DDR4-3200 CL22,https://pcpartpicker.com/product/sKXJ7P/team-t-create-classic-32-gb-2-x-16-gb-ddr4-3200-cl22-memory-ttccd432g3200hc22dc01,22,Silver,Non-ECC / Unbuffered,13.75 ns,288-pin DIMM (DDR4),Yes,,TEAMGROUP,2 x 16GB,TTCCD432G3200HC22DC01,$1.69 ,DDR4-3200,22-22-22-52,1.2 V
,Kingston HyperX Fury 16 GB (2 x 8 GB) DDR3-1866 CL10,https://pcpartpicker.com/product/CtV48d/kingston-memory-hx318c10fbk216,10,Black / Silver,Non-ECC / Unbuffered,10.718 ns,240-pin DIMM (DDR3),Yes,,Kingston,2 x 8GB,HX318C10FBK2/16,,DDR3-1866,,1.5 V
,G.Skill Ripjaws M5 RGB 32 GB (2 x 16 GB) DDR5-6400 CL36,https://pcpartpicker.com/product/bL3NnQ/gskill-ripjaws-m5-rgb-32-gb-2-x-16-gb-ddr5-6400-cl36-memory-f5-6400j3648f16gx2-rm5rw,36,White,Non-ECC / Unbuffered,11.25 ns,288-pin DIMM (DDR5),Yes,,G.Skill,2 x 16GB,F5-6400J3648F16GX2-RM5RW,$3.00 ,DDR5-6400,36-48-48-102,1.35 V
,Corsair Vengeance RGB 128 GB (4 x 32 GB) DDR5-5600 CL40,https://pcpartpicker.com/product/PNsV3C/corsair-vengeance-rgb-128-gb-4-x-32-gb-ddr5-5600-cl40-memory-cmh128gx5m4b5600c40,40,Black,Non-ECC / Unbuffered,14.286 ns,288-pin DIMM (DDR5),Yes,,Corsair,4 x 32GB,CMH128GX5M4B5600C40,$4.06 ,DDR5-5600,40-40-40-77,1.25 V
,Corsair Vengeance LPX 16 GB (2 x 8 GB) DDR4-3600 CL18,https://pcpartpicker.com/product/VNJtt6/corsair-16-gb-2-x-8-gb-ddr4-3600-memory-cmk16gx4m2d3600c18,18,Black,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR4),Yes,,Corsair,2 x 8GB,CMK16GX4M2D3600C18,$2.62 ,DDR4-3600,18-22-22-42,1.35 V
,G.Skill Ripjaws V 16 GB (2 x 8 GB) DDR4-3200 CL16,https://pcpartpicker.com/product/qGqbt6/gskill-memory-f43200c16d16gvgb,16,Black,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR4),Yes,,G.Skill,2 x 8GB,F4-3200C16D-16GVGB,$4.28 ,DDR4-3200,,1.35 V
,G.Skill Trident Z5 Neo RGB 32 GB (2 x 16 GB) DDR5-6400 CL32,https://pcpartpicker.com/product/GKn9TW/gskill-trident-z5-neo-rgb-32-gb-2-x-16-gb-ddr5-6400-cl32-memory-f5-6400j3239g16gx2-tz5nr,32,,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,G.Skill,2 x 16GB,F5-6400J3239G16GX2-TZ5NR,$3.91 ,DDR5-6400,32-39-39-102,1.4 V
,TEAMGROUP T-Force Vulcan Z 16 GB (2 x 8 GB) DDR4-3200 CL16,https://pcpartpicker.com/product/JmyV3C/team-t-force-vulcan-z-16-gb-2-x-8-gb-ddr4-3200-memory-tlzrd416g3200hc16cdc01,16,Red,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR4),Yes,,TEAMGROUP,2 x 8GB,TLZRD416G3200HC16CDC01,$1.81 ,DDR4-3200,16-18-18-38,1.35 V
,Corsair Dominator Titanium 64 GB (2 x 32 GB) DDR5-6000 CL30,https://pcpartpicker.com/product/xnNYcf/corsair-dominator-titanium-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-cmp64gx5m2b6000z30,30,Black,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),Yes,,Corsair,2 x 32GB,CMP64GX5M2B6000Z30,$4.38 ,DDR5-6000,30-36-36-76,1.4 V
,G.Skill Flare X5 64 GB (2 x 32 GB) DDR5-5600 CL36,https://pcpartpicker.com/product/W2H7YJ/gskill-flare-x5-64-gb-2-x-32-gb-ddr5-5600-cl36-memory-f5-5600j3636d32gx2-fx5,36,Black / White,Non-ECC / Unbuffered,12.857 ns,288-pin DIMM (DDR5),Yes,,G.Skill,2 x 32GB,F5-5600J3636D32GX2-FX5,$2.50 ,DDR5-5600,36-36-36-89,1.25 V
,Corsair Vengeance LPX 16 GB (2 x 8 GB) DDR4-3200 CL16,https://pcpartpicker.com/product/Dkx9TW/corsair-vengeance-lpx-16gb-2-x-8gb-ddr4-3200-memory-cmk16gx4m2z3200c16,16,Black,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR4),Yes,,Corsair,2 x 8GB,CMK16GX4M2Z3200C16,$2.56 ,DDR4-3200,16-18-18-36,1.35 V
,Patriot Viper Elite II 32 GB (2 x 16 GB) DDR4-4000 CL20,https://pcpartpicker.com/product/dYXJ7P/patriot-viper-elite-ii-32-gb-2-x-16-gb-ddr4-4000-cl20-memory-pve2432g400c0k,20,Red / Black,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR4),Yes,,Patriot,2 x 16GB,PVE2432G400C0K,$1.81 ,DDR4-4000,20-26-26-46,1.4 V
,Corsair Vengeance RGB Pro 16 GB (2 x 8 GB) DDR4-3200 CL16,https://pcpartpicker.com/product/QDhKHx/corsair-vengeance-rgb-pro-16gb-2-x-8gb-ddr4-3200-memory-cmw16gx4m2c3200c16,16,Black,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR4),Yes,,Corsair,2 x 8GB,CMW16GX4M2C3200C16,$3.50 ,DDR4-3200,16-18-18-36,1.35 V
,Corsair Vengeance 32 GB (2 x 16 GB) DDR5-5600 CL36,https://pcpartpicker.com/product/4kmmP6/corsair-vengeance-32-gb-2-x-16-gb-ddr5-5600-cl36-memory-cmk32gx5m2b5600c36,36,Black,Non-ECC / Unbuffered,12.857 ns,288-pin DIMM (DDR5),Yes,,Corsair,2 x 16GB,CMK32GX5M2B5600C36,,DDR5-5600,36-36-36-76,1.25 V
,G.Skill Trident Z5 Neo 32 GB (2 x 16 GB) DDR5-6000 CL30,https://pcpartpicker.com/product/DgVmP6/gskill-trident-z5-neo-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-f5-6000j3038f16gx2-tz5n,30,Black,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR5),No,,G.Skill,2 x 16GB,F5-6000J3038F16GX2-TZ5N,$3.66 ,DDR5-6000,30-38-38-96,1.35 V
,G.Skill Trident X 32 GB (4 x 8 GB) DDR3-2400 CL10,https://pcpartpicker.com/product/9VNp99/gskill-memory-f32400c10q32gtx,10,Black / Red,Non-ECC / Unbuffered,8.333 ns,240-pin DIMM (DDR3),Yes,,G.Skill,4 x 8GB,F3-2400C10Q-32GTX,$6.02 ,DDR3-2400,,1.65 V
,Kingston KVR1333D3E9SK2/16G 16 GB (2 x 8 GB) DDR3-1333 CL9,https://pcpartpicker.com/product/GH6BD3/kingston-memory-kvr1333d3e9sk216g,9,Green,ECC / Unbuffered,13.503 ns,240-pin DIMM (DDR3),No,,Kingston,2 x 8GB,KVR1333D3E9SK2/16G,$7.81 ,DDR3-1333,,1.5 V
,TEAMGROUP T-Force Vulcan Z 64 GB (2 x 32 GB) DDR4-3600 CL18,https://pcpartpicker.com/product/9yPQzy/team-t-force-vulcan-z-64-gb-2-x-32-gb-ddr4-3600-cl18-memory-tlzrd464g3600hc18jdc01,18,Red,Non-ECC / Unbuffered,10 ns,288-pin DIMM (DDR4),Yes,,TEAMGROUP,2 x 32GB,TLZRD464G3600HC18JDC01,,DDR4-3600,18-22-22-42,1.35 V
,Corsair Vengeance RGB RT 32 GB (2 x 16 GB) DDR4-3600 CL16,https://pcpartpicker.com/product/cfVmP6/corsair-vengeance-rgb-rt-32-gb-2-x-16-gb-ddr4-3600-cl16-memory-cmn32gx4m2z3600c16,16,Black,Non-ECC / Unbuffered,8.889 ns,288-pin DIMM (DDR4),Yes,,Corsair,2 x 16GB,CMN32GX4M2Z3600C16,$2.84 ,DDR4-3600,16-20-20-38,1.35 V
