component_name,component_link,CAS_Latency,Color,First_Word_Latency,Form_Factor,Heat_Spreader,Manufacturer,Modules,Part__,Price_GB,Speed,Voltage,Speed_MHz,CL,tRCD,tRP,tRAS,ECC_Support,DDR_Type
Corsair Vengeance 32 Gb (2 X 16 Gb) Ddr5-5600 Cl36,https://pcpartpicker.com/product/4kmmP6/corsair-vengeance-32-gb-2-x-16-gb-ddr5-5600-cl36-memory-cmk32gx5m2b5600c36,36,Black,12.857,288-pin DIMM (DDR5),TRUE,Corsair,2 x 16GB,CMK32GX5M2B5600C36,3,DDR5-5600,1.25,5,36,36,36,76,TRUE,DDR5
G.Skill Trident Z5 Neo 32 Gb (2 X 16 Gb) Ddr5-6000 Cl30,https://pcpartpicker.com/product/DgVmP6/gskill-trident-z5-neo-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-f5-6000j3038f16gx2-tz5n,30,Black,10,288-pin DIMM (DDR5),FALSE,G.Skill,2 x 16GB,F5-6000J3038F16GX2-TZ5N,3,DDR5-6000,1.35,5,30,38,38,96,TRUE,DDR5
G.Skill Trident X 32 Gb (4 X 8 Gb) Ddr3-2400 Cl10,https://pcpartpicker.com/product/9VNp99/gskill-memory-f32400c10q32gtx,10,Black / Red,8.333,240-pin DIMM (DDR3),TRUE,G.Skill,4 x 8GB,F3-2400C10Q-32GTX,3,DDR3-2400,1.65,3,,,,,TRUE,DDR3
Kingston Kvr1333D3E9Sk2/16G 16 Gb (2 X 8 Gb) Ddr3-1333 Cl9,https://pcpartpicker.com/product/GH6BD3/kingston-memory-kvr1333d3e9sk216g,9,Green,13.503,240-pin DIMM (DDR3),FALSE,Kingston,2 x 8GB,KVR1333D3E9SK2/16G,3,DDR3-1333,1.5,3,,,,,TRUE,DDR3
Teamgroup T-Force Vulcan Z 64 Gb (2 X 32 Gb) Ddr4-3600 Cl18,https://pcpartpicker.com/product/9yPQzy/team-t-force-vulcan-z-64-gb-2-x-32-gb-ddr4-3600-cl18-memory-tlzrd464g3600hc18jdc01,18,Red,10,288-pin DIMM (DDR4),TRUE,Teamgroup,2 x 32GB,TLZRD464G3600HC18JDC01,3,DDR4-3600,1.35,4,18,22,22,42,TRUE,DDR4
Corsair Vengeance Rgb Rt 32 Gb (2 X 16 Gb) Ddr4-3600 Cl16,https://pcpartpicker.com/product/cfVmP6/corsair-vengeance-rgb-rt-32-gb-2-x-16-gb-ddr4-3600-cl16-memory-cmn32gx4m2z3600c16,16,Black,8.889,288-pin DIMM (DDR4),TRUE,Corsair,2 x 16GB,CMN32GX4M2Z3600C16,3,DDR4-3600,1.35,4,16,20,20,38,TRUE,DDR4
Teamgroup Night Hawk Rgb 16 Gb (2 X 8 Gb) Ddr4-3000 Cl16,https://pcpartpicker.com/product/Gz4NnQ/team-night-hawk-rgb-16gb-2-x-8gb-ddr4-3000-memory-tf1d416g3000hc16cdc01,16,Black,10.667,288-pin DIMM (DDR4),TRUE,Teamgroup,2 x 8GB,TF1D416G3000HC16CDC01,3,DDR4-3000,1.35,4,16,18,18,38,TRUE,DDR4
Corsair Dominator Titanium 64 Gb (2 X 32 Gb) Ddr5-6600 Cl32,https://pcpartpicker.com/product/bWKscf/corsair-dominator-titanium-64-gb-2-x-32-gb-ddr5-6600-cl32-memory-cmp64gx5m2x6600c32w,32,White,9.697,288-pin DIMM (DDR5),TRUE,Corsair,2 x 32GB,CMP64GX5M2X6600C32W,3,DDR5-6600,1.4,5,32,39,39,76,TRUE,DDR5
G.Skill Ripjaws M5 Rgb 96 Gb (2 X 48 Gb) Ddr5-6400 Cl32,https://pcpartpicker.com/product/kJcgXL/gskill-ripjaws-m5-rgb-96-gb-2-x-48-gb-ddr5-6400-cl32-memory-f5-6400j3239f48gx2-rm5rw,32,White,10,288-pin DIMM (DDR5),TRUE,G.Skill,2 x 48GB,F5-6400J3239F48GX2-RM5RW,3,DDR5-6400,1.35,5,32,39,39,102,TRUE,DDR5
Corsair Vengeance Rgb Pro Sl 32 Gb (2 X 16 Gb) Ddr4-3600 Cl18,https://pcpartpicker.com/product/bjjNnQ/corsair-vengeance-rgb-pro-sl-32-gb-2-x-16-gb-ddr4-3600-cl18-memory-cmh32gx4m2d3600c18w,18,White / Black,10,288-pin DIMM (DDR4),TRUE,Corsair,2 x 16GB,CMH32GX4M2D3600C18W,3,DDR4-3600,1.35,4,18,22,22,42,TRUE,DDR4
G.Skill Ripjaws S5 32 Gb (2 X 16 Gb) Ddr5-5600 Cl28,https://pcpartpicker.com/product/4bPQzy/gskill-ripjaws-s5-32-gb-2-x-16-gb-ddr5-5600-cl28-memory-f5-5600j2834f16gx2-rs5k,28,Black,10,288-pin DIMM (DDR5),TRUE,G.Skill,2 x 16GB,F5-5600J2834F16GX2-RS5K,3,DDR5-5600,1.35,5,28,34,34,89,TRUE,DDR5
G.Skill Trident Z5 Neo Rgb 32 Gb (2 X 16 Gb) Ddr5-6000 Cl36,https://pcpartpicker.com/product/PBM48d/gskill-trident-z5-neo-rgb-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-f5-6000j3636f16gx2-tz5nr,36,Black,12,288-pin DIMM (DDR5),FALSE,G.Skill,2 x 16GB,F5-6000J3636F16GX2-TZ5NR,3,DDR5-6000,1.35,5,36,36,36,96,TRUE,DDR5
Corsair Dominator Titanium First Edition 48 Gb (2 X 24 Gb) Ddr5-7200 Cl36,https://pcpartpicker.com/product/NJNYcf/corsair-dominator-titanium-first-edition-48-gb-2-x-24-gb-ddr5-7200-cl36-memory-cmp48gx5m2x7200c36few,36,White,10,288-pin DIMM (DDR5),TRUE,Corsair,2 x 24GB,CMP48GX5M2X7200C36FEW,3,DDR5-7200,1.4,5,36,46,46,116,TRUE,DDR5
G.Skill Trident Z5 Royal Neo Rgb 32 Gb (2 X 16 Gb) Ddr5-6000 Cl28,https://pcpartpicker.com/product/v9bRsY/gskill-trident-z5-royal-neo-rgb-32-gb-2-x-16-gb-ddr5-6000-cl28-memory-f5-6000j2836g16gx2-tr5ng,28,Gold,9.333,288-pin DIMM (DDR5),TRUE,G.Skill,2 x 16GB,F5-6000J2836G16GX2-TR5NG,3,DDR5-6000,1.4,5,28,36,36,96,TRUE,DDR5
Silicon Power Xpower Pulse Gaming 32 Gb (2 X 16 Gb) Ddr5-6000 Cl36,https://pcpartpicker.com/product/CZwD4D/silicon-power-xpower-pulse-gaming-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-sp032gxlwu60cfdj,36,Black,12,288-pin DIMM (DDR5),TRUE,Silicon Power,2 x 16GB,SP032GXLWU60CFDJ,3,DDR5-6000,1.35,5,36,36,36,96,TRUE,DDR5
Corsair Vengeance Rgb Pro 32 Gb (4 X 8 Gb) Ddr4-3200 Cl14,https://pcpartpicker.com/product/gGNv6h/corsair-vengeance-rgb-pro-32gb-4-x-8gb-ddr4-3200-memory-cmw32gx4m4c3200c14,14,Black,8.75,288-pin DIMM (DDR4),TRUE,Corsair,4 x 8GB,CMW32GX4M4C3200C14,3,DDR4-3200,1.35,4,14,14,14,34,TRUE,DDR4
Crucial Ballistix 32 Gb (2 X 16 Gb) Ddr4-3600 Cl16,https://pcpartpicker.com/product/9y848d/crucial-ballistix-32-gb-2-x-16-gb-ddr4-3600-memory-bl2k16g36c16u4w,16,White,8.889,288-pin DIMM (DDR4),TRUE,Crucial,2 x 16GB,BL2K16G36C16U4W,3,DDR4-3600,1.35,4,,,,,TRUE,DDR4
Corsair Vengeance Rgb 96 Gb (4 X 24 Gb) Ddr5-6000 Cl30,https://pcpartpicker.com/product/vcBzK8/corsair-vengeance-rgb-96-gb-4-x-24-gb-ddr5-6000-cl30-memory-cmh96gx5m4b6000c30,30,Black,10,288-pin DIMM (DDR5),TRUE,Corsair,4 x 24GB,CMH96GX5M4B6000C30,3,DDR5-6000,1.4,5,30,36,36,76,TRUE,DDR5
G.Skill Ripjaws V 32 Gb (2 X 16 Gb) Ddr4-4000 Cl18,https://pcpartpicker.com/product/dqbTwP/gskill-ripjaws-v-32-gb-2-x-16-gb-ddr4-4000-cl18-memory-f4-4000c18d-32gvk,18,Black,9,288-pin DIMM (DDR4),TRUE,G.Skill,2 x 16GB,F4-4000C18D-32GVK,3,DDR4-4000,1.4,4,18,22,22,42,TRUE,DDR4
G.Skill Flare X5 96 Gb (2 X 48 Gb) Ddr5-6000 Cl30,https://pcpartpicker.com/product/6wzp99/gskill-flare-x5-96-gb-2-x-48-gb-ddr5-6000-cl30-memory-f5-6000j3036f48gx2-fx5,30,Black,10,288-pin DIMM (DDR5),TRUE,G.Skill,2 x 48GB,F5-6000J3036F48GX2-FX5,3,DDR5-6000,1.35,5,30,36,36,96,TRUE,DDR5
Silicon Power Gaming 16 Gb (2 X 8 Gb) Ddr4-3600 Cl18,https://pcpartpicker.com/product/YmDQzy/silicon-power-gaming-16-gb-2-x-8-gb-ddr4-3600-cl18-memory-sp016gxlzu360bdaj5,18,Gray / Silver,10,288-pin DIMM (DDR4),TRUE,Silicon Power,2 x 8GB,SP016GXLZU360BDAJ5,3,DDR4-3600,1.35,4,18,22,22,42,TRUE,DDR4
Timetec Pinnacle Konduit 32 Gb (2 X 16 Gb) Ddr4-3200 Cl16,https://pcpartpicker.com/product/67XV3C/timetec-pinnacle-konduit-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-pkmd4u32c16cnhw16gk2,16,White,10,288-pin DIMM (DDR4),TRUE,Timetec,2 x 16GB,PKMD4U32C16CNHW16GK2,3,DDR4-3200,1.35,4,16,18,18,38,TRUE,DDR4
Corsair Vengeance Rgb Pro 64 Gb (4 X 16 Gb) Ddr4-3600 Cl18,https://pcpartpicker.com/product/X7xbt6/corsair-vengeance-rgb-pro-64-gb-4-x-16-gb-ddr4-3600-cl18-memory-cmw64gx4m4d3600c18,18,Black,10,288-pin DIMM (DDR4),TRUE,Corsair,4 x 16GB,CMW64GX4M4D3600C18,3,DDR4-3600,1.35,4,18,22,22,42,TRUE,DDR4
Corsair Dominator Platinum Rgb 32 Gb (2 X 16 Gb) Ddr5-5600 Cl36,https://pcpartpicker.com/product/LfzhP6/corsair-dominator-platinum-rgb-32-gb-2-x-16-gb-ddr5-5600-cl36-memory-cmt32gx5m2b5600c36,36,Black,12.857,288-pin DIMM (DDR5),TRUE,Corsair,2 x 16GB,CMT32GX5M2B5600C36,3,DDR5-5600,1.25,5,36,36,36,76,TRUE,DDR5
Teamgroup T-Create Expert 96 Gb (2 X 48 Gb) Ddr5-6800 Cl36,https://pcpartpicker.com/product/tt3NnQ/teamgroup-t-create-expert-96-gb-2-x-48-gb-ddr5-6800-cl36-memory-ctced596g6800hc36ddc01,36,Black,10.588,288-pin DIMM (DDR5),TRUE,Teamgroup,2 x 48GB,CTCED596G6800HC36DDC01,3,DDR5-6800,1.4,5,36,46,46,84,TRUE,DDR5
Pny Xlr8 Gaming Mako Rgb 32 Gb (2 X 16 Gb) Ddr5-6400 Cl40,https://pcpartpicker.com/product/HcpQzy/pny-xlr8-gaming-mako-rgb-32-gb-2-x-16-gb-ddr5-6400-cl40-memory-md32gk2d5640040mxrgb,40,Black,12.5,288-pin DIMM (DDR5),TRUE,Pny,2 x 16GB,MD32GK2D5640040MXRGB,3,DDR5-6400,1.4,5,,,,,TRUE,DDR5
G.Skill Ripjaws V 16 Gb (2 X 8 Gb) Ddr4-3000 Cl15,https://pcpartpicker.com/product/LhgPxr/gskill-memory-f43000c15d16gvrb,15,Black / Red,10,288-pin DIMM (DDR4),TRUE,G.Skill,2 x 8GB,F4-3000C15D-16GVRB,3,DDR4-3000,1.35,4,,,,,TRUE,DDR4
Corsair Vengeance 32 Gb (2 X 16 Gb) Ddr5-6400 Cl32,https://pcpartpicker.com/product/g2FmP6/corsair-vengeance-32-gb-2-x-16-gb-ddr5-6400-cl32-memory-cmk32gx5m2b6400c32,32,Black,10,288-pin DIMM (DDR5),TRUE,Corsair,2 x 16GB,CMK32GX5M2B6400C32,3,DDR5-6400,1.4,5,32,40,40,84,TRUE,DDR5
Teamgroup T-Create Expert 16 Gb (2 X 8 Gb) Ddr4-3600 Cl18,https://pcpartpicker.com/product/LygFf7/teamgroup-t-create-expert-16-gb-2-x-8-gb-ddr4-3600-cl18-memory-ttced416g3600hc18jdc01,18,Gray,10,288-pin DIMM (DDR4),TRUE,Teamgroup,2 x 8GB,TTCED416G3600HC18JDC01,3,DDR4-3600,1.35,4,18,22,22,42,TRUE,DDR4
Patriot Venom Rgb 64 Gb (2 X 32 Gb) Ddr5-6000 Cl30,https://pcpartpicker.com/product/9FvD4D/patriot-venom-rgb-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-pvvr564g600c30k,30,Black,10,288-pin DIMM (DDR5),TRUE,Patriot,2 x 32GB,PVVR564G600C30K,3,DDR5-6000,1.35,5,30,40,40,76,TRUE,DDR5
Patriot Viper 4 16 Gb (2 X 8 Gb) Ddr4-3200 Cl16,https://pcpartpicker.com/product/h8dxFT/patriot-viper-4-16gb-2-x-8gb-ddr4-3200-memory-pv416g320c6k,16,Red / Black,10,288-pin DIMM (DDR4),TRUE,Patriot,2 x 8GB,PV416G320C6K,3,DDR4-3200,1.35,4,16,18,18,36,TRUE,DDR4
Adata Xpg Lancer Blade Rgb 16 Gb (1 X 16 Gb) Ddr5-6000 Cl30,https://pcpartpicker.com/product/9TV2FT/adata-xpg-lancer-blade-rgb-16-gb-1-x-16-gb-ddr5-6000-cl30-memory-ax5u6000c3016g-slabrwh,30,White,10,288-pin DIMM (DDR5),TRUE,Adata,1 x 16GB,AX5U6000C3016G-SLABRWH,3,DDR5-6000,1.35,5,,,,,TRUE,DDR5
Corsair Vengeance Lpx 16 Gb (2 X 8 Gb) Ddr4-2133 Cl13,https://pcpartpicker.com/product/PL2rxr/corsair-memory-cmk16gx4m2a2133c13,13,Black / Yellow,12.189,288-pin DIMM (DDR4),TRUE,Corsair,2 x 8GB,CMK16GX4M2A2133C13,3,DDR4-2133,1.2,4,13,15,15,28,TRUE,DDR4
"Patriot Intel Extreme Master, Limited Ed 16 Gb (2 X 8 Gb) Ddr3-1600 Cl9",https://pcpartpicker.com/product/KQkD4D/patriot-memory-pvi316g160c9k,9,Black / Blue,11.25,240-pin DIMM (DDR3),TRUE,Patriot,2 x 8GB,PVI316G160C9K,3,DDR3-1600,1.5,3,,,,,TRUE,DDR3
Corsair Vengeance Rgb Pro 16 Gb (2 X 8 Gb) Ddr4-3600 Cl18,https://pcpartpicker.com/product/zgpmP6/corsair-vengeance-rgb-pro-16-gb-2-x-8-gb-ddr4-3600-memory-cmw16gx4m2d3600c18w,18,White,10,288-pin DIMM (DDR4),TRUE,Corsair,2 x 8GB,CMW16GX4M2D3600C18W,3,DDR4-3600,1.35,4,18,22,22,42,TRUE,DDR4
G.Skill Aegis 32 Gb (4 X 8 Gb) Ddr4-3200 Cl16,https://pcpartpicker.com/product/xMVG3C/gskill-aegis-64-gb-4-x-16-gb-ddr4-3200-memory-f4-3200c16q-32gis,16,Red / Black,10,288-pin DIMM (DDR4),FALSE,G.Skill,4 x 8GB,F4-3200C16Q-32GIS,3,DDR4-3200,1.35,4,16,18,18,38,TRUE,DDR4
Crucial Pro 32 Gb (2 X 16 Gb) Ddr5-6400 Cl38,https://pcpartpicker.com/product/TQjRsY/crucial-pro-32-gb-2-x-16-gb-ddr5-6400-cl38-memory-cp2k16g64c38u5b,38,Black,11.875,288-pin DIMM (DDR5),TRUE,Crucial,2 x 16GB,CP2K16G64C38U5B,3,DDR5-6400,1.35,5,38,40,40,84,TRUE,DDR5
Teamgroup T-Force Delta Rgb 64 Gb (2 X 32 Gb) Ddr5-6000 Cl38,https://pcpartpicker.com/product/kmP8TW/teamgroup-t-force-delta-rgb-64-gb-2-x-32-gb-ddr5-6000-cl38-memory-ff4d564g6000hc38adc01,38,White,12.667,288-pin DIMM (DDR5),TRUE,Teamgroup,2 x 32GB,FF4D564G6000HC38ADC01,3,DDR5-6000,1.35,5,38,38,38,78,TRUE,DDR5
Crucial Pro 32 Gb (2 X 16 Gb) Ddr5-5600 Cl46,https://pcpartpicker.com/product/3L9wrH/crucial-pro-32-gb-2-x-16-gb-ddr5-5600-cl46-memory-cp2k16g56c46u5,46,Black,16.429,288-pin DIMM (DDR5),TRUE,Crucial,2 x 16GB,CP2K16G56C46U5,3,DDR5-5600,1.1,5,,,,,TRUE,DDR5
Crucial Pro Overclocking 32 Gb (2 X 16 Gb) Ddr5-6000 Cl36,https://pcpartpicker.com/product/QF9wrH/crucial-pro-overclocking-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-cp2k16g60c36u5b,36,Black,12,288-pin DIMM (DDR5),TRUE,Crucial,2 x 16GB,CP2K16G60C36U5B,3,DDR5-6000,1.35,5,36,38,38,80,TRUE,DDR5
G.Skill Ripjaws M5 Neo Rgb 64 Gb (2 X 32 Gb) Ddr5-6000 Cl36,https://pcpartpicker.com/product/J9WmP6/gskill-ripjaws-m5-neo-rgb-64-gb-2-x-32-gb-ddr5-6000-cl36-memory-f5-6000j3636f32gx2-rm5nrk,36,Black,12,288-pin DIMM (DDR5),TRUE,G.Skill,2 x 32GB,F5-6000J3636F32GX2-RM5NRK,3,DDR5-6000,1.35,5,36,36,36,96,TRUE,DDR5
Kingston Fury Beast 16 Gb (2 X 8 Gb) Ddr5-5200 Cl40,https://pcpartpicker.com/product/hbJgXL/kingston-fury-beast-16-gb-2-x-8-gb-ddr5-5200-cl40-memory-kf552c40bbk2-16,40,Black,15.385,288-pin DIMM (DDR5),TRUE,Kingston,2 x 8GB,KF552C40BBK2-16,3,DDR5-5200,1.25,5,,,,,TRUE,DDR5
Oloy Md4U0836180Bhkda 16 Gb (2 X 8 Gb) Ddr4-3600 Cl18,https://pcpartpicker.com/product/V8848d/oloy-16-gb-2-x-8-gb-ddr4-3600-cl18-memory-md4u0836180bhkda,18,Black,10,288-pin DIMM (DDR4),TRUE,Oloy,2 x 8GB,MD4U0836180BHKDA,3,DDR4-3600,1.35,4,18,20,20,40,TRUE,DDR4
Corsair Vengeance 32 Gb (2 X 16 Gb) Ddr5-6000 Cl30,https://pcpartpicker.com/product/sQfxFT/corsair-vengeance-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-cmk32gx5m2b6000z30,30,Black / Silver,10,288-pin DIMM (DDR5),TRUE,Corsair,2 x 16GB,CMK32GX5M2B6000Z30,3,DDR5-6000,1.4,5,30,36,36,76,TRUE,DDR5
Adata Xpg Lancer Blade Rgb 32 Gb (2 X 16 Gb) Ddr5-6000 Cl30,https://pcpartpicker.com/product/Q3dG3C/adata-xpg-lancer-blade-rgb-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-ax5u6000c3016g-dtlabrbk,30,Black,10,288-pin DIMM (DDR5),TRUE,Adata,2 x 16GB,AX5U6000C3016G-DTLABRBK,3,DDR5-6000,1.35,5,,,,,TRUE,DDR5
G.Skill Ripjaws V 32 Gb (2 X 16 Gb) Ddr4-3600 Cl18,https://pcpartpicker.com/product/nvjNnQ/gskill-ripjaws-v-32-gb-2-x-16-gb-ddr4-3600-memory-f4-3600c18d-32gvk,18,Black,10,288-pin DIMM (DDR4),TRUE,G.Skill,2 x 16GB,F4-3600C18D-32GVK,3,DDR4-3600,1.35,4,18,22,22,42,TRUE,DDR4
Klevv Cras V Rgb 32 Gb (2 X 16 Gb) Ddr5-6400 Cl32,https://pcpartpicker.com/product/hPvD4D/klevv-cras-v-rgb-32-gb-2-x-16-gb-ddr5-6400-cl32-memory-kd5agua80-64a320g,32,Black,10,288-pin DIMM (DDR5),TRUE,Klevv,2 x 16GB,KD5AGUA80-64A320G,3,DDR5-6400,1.35,5,32,38,38,78,TRUE,DDR5
V-Color Prism Pro 16 Gb (2 X 8 Gb) Ddr4-3600 Cl18,https://pcpartpicker.com/product/3p6p99/v-color-prism-pro-16-gb-2-x-8-gb-ddr4-3600-cl18-memory-tl8g36818d-e6prkwk,18,Black,10,288-pin DIMM (DDR4),TRUE,V-Color,2 x 8GB,TL8G36818D-E6PRKWK,3,DDR4-3600,1.35,4,18,22,22,42,TRUE,DDR4
Klevv Cras V Rgb 32 Gb (2 X 16 Gb) Ddr5-6000 Cl30,https://pcpartpicker.com/product/XsMMnQ/klevv-cras-v-rgb-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-kd5agua80-60a300g,30,Black,10,288-pin DIMM (DDR5),TRUE,Klevv,2 x 16GB,KD5AGUA80-60A300G,3,DDR5-6000,1.35,5,30,36,36,76,TRUE,DDR5
Kingston Hyperx Fury 16 Gb (2 X 8 Gb) Ddr4-2666 Cl16,https://pcpartpicker.com/product/7YkgXL/kingston-hyperx-fury-16-gb-2-x-8-gb-ddr4-2666-cl16-memory-hx426c16fb3k216,16,Black,12.003,288-pin DIMM (DDR4),TRUE,Kingston,2 x 8GB,HX426C16FB3K2/16,3,DDR4-2666,1.2,4,,,,,TRUE,DDR4
Sk Hynix Hma81Gu6Mfr8N-Uh 8 Gb (1 X 8 Gb) Ddr4-2400 Cl17,https://pcpartpicker.com/product/VRPKHx/sk-hynix-8-gb-1-x-8-gb-ddr4-2400-memory-hma81gu6mfr8n-uh,17,Green / Black,14.167,288-pin DIMM (DDR4),FALSE,Sk Hynix,1 x 8GB,HMA81GU6MFR8N-UH,3,DDR4-2400,1.2,4,,,,,TRUE,DDR4
G.Skill Trident Z Rgb 32 Gb (2 X 16 Gb) Ddr4-3600 Cl16,https://pcpartpicker.com/product/jxH8TW/gskill-trident-z-rgb-32-gb-2-x-16-gb-ddr4-3600-memory-f4-3600c16d-32gtzrc,16,Black,8.889,288-pin DIMM (DDR4),TRUE,G.Skill,2 x 16GB,F4-3600C16D-32GTZRC,3,DDR4-3600,1.35,4,16,19,19,39,TRUE,DDR4
G.Skill Ripjaws V 64 Gb (4 X 16 Gb) Ddr4-3200 Cl16,https://pcpartpicker.com/product/7Xbkcf/gskill-memory-f43200c16q64gvk,16,Black,10,288-pin DIMM (DDR4),TRUE,G.Skill,4 x 16GB,F4-3200C16Q-64GVK,3,DDR4-3200,1.35,4,,,,,TRUE,DDR4
G.Skill Ripjaws S5 64 Gb (2 X 32 Gb) Ddr5-6400 Cl32,https://pcpartpicker.com/product/GMZXsY/gskill-ripjaws-s5-64-gb-2-x-32-gb-ddr5-6400-cl32-memory-f5-6400j3239g32gx2-rs5k,32,Black,10,288-pin DIMM (DDR5),TRUE,G.Skill,2 x 32GB,F5-6400J3239G32GX2-RS5K,3,DDR5-6400,1.4,5,32,39,39,102,TRUE,DDR5
Corsair Vengeance Rgb 32 Gb (2 X 16 Gb) Ddr5-6000 Cl30,https://pcpartpicker.com/product/LWtLrH/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-cmh32gx5m2b6000c30,30,Black / Gray,10,288-pin DIMM (DDR5),TRUE,Corsair,2 x 16GB,CMH32GX5M2B6000C30,3,DDR5-6000,1.4,5,30,36,36,76,TRUE,DDR5
Corsair Vengeance 64 Gb (2 X 32 Gb) Ddr5-6400 Cl32,https://pcpartpicker.com/product/pnQKHx/corsair-vengeance-64-gb-2-x-32-gb-ddr5-6400-cl32-memory-cmk64gx5m2b6400c32,32,Black / Gray,10,288-pin DIMM (DDR5),TRUE,Corsair,2 x 32GB,CMK64GX5M2B6400C32,3,DDR5-6400,1.4,5,32,40,40,84,TRUE,DDR5
Kingston Fury Beast 64 Gb (2 X 32 Gb) Ddr5-6000 Cl30,https://pcpartpicker.com/product/3jFmP6/kingston-fury-beast-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-kf560c30bbek2-64,30,Black,10,288-pin DIMM (DDR5),TRUE,Kingston,2 x 32GB,KF560C30BBEK2-64,3,DDR5-6000,1.4,5,,,,,TRUE,DDR5
Crucial Pro 48 Gb (2 X 24 Gb) Ddr5-6000 Cl48,https://pcpartpicker.com/product/JP7scf/crucial-pro-48-gb-2-x-24-gb-ddr5-6000-cl48-memory-cp2k24g60c48u5,48,Black,16,288-pin DIMM (DDR5),TRUE,Crucial,2 x 24GB,CP2K24G60C48U5,3,DDR5-6000,1.1,5,,,,,TRUE,DDR5
Teamgroup T-Force Delta Rgb 16 Gb (2 X 8 Gb) Ddr4-3600 Cl18,https://pcpartpicker.com/product/7Wytt6/team-t-force-delta-rgb-16-gb-2-x-8-gb-ddr4-3600-cl18-memory-tf3d416g3600hc18jdc01,18,Black,10,288-pin DIMM (DDR4),TRUE,Teamgroup,2 x 8GB,TF3D416G3600HC18JDC01,3,DDR4-3600,1.35,4,18,22,22,42,TRUE,DDR4
Timetec Pinnacle Konduit 16 Gb (2 X 8 Gb) Ddr4-3200 Cl16,https://pcpartpicker.com/product/rz7scf/timetec-pinnacle-konduit-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-pkmd4u32c16cnhw8gk2,16,White,10,288-pin DIMM (DDR4),TRUE,Timetec,2 x 8GB,PKMD4U32C16CNHW8GK2,3,DDR4-3200,1.35,4,16,18,18,38,TRUE,DDR4
Teamgroup T-Force Dark Za 16 Gb (2 X 8 Gb) Ddr4-3600 Cl18,https://pcpartpicker.com/product/2Byqqs/team-t-force-dark-za-16-gb-2-x-8-gb-ddr4-3600-memory-tdzad416g3600hc18jdc01,18,Black / Silver,10,288-pin DIMM (DDR4),TRUE,Teamgroup,2 x 8GB,TDZAD416G3600HC18JDC01,3,DDR4-3600,1.35,4,18,22,22,42,TRUE,DDR4
G.Skill Trident Z5 Rgb 32 Gb (2 X 16 Gb) Ddr5-7600 Cl36,https://pcpartpicker.com/product/KyJgXL/gskill-trident-z5-rgb-32-gb-2-x-16-gb-ddr5-7600-cl36-memory-f5-7600j3646g16gx2-tz5rk,36,Black,9.474,288-pin DIMM (DDR5),TRUE,G.Skill,2 x 16GB,F5-7600J3646G16GX2-TZ5RK,3,DDR5-7600,1.4,5,36,46,46,121,TRUE,DDR5
Corsair Vengeance Lpx 16 Gb (2 X 8 Gb) Ddr4-3000 Cl15,https://pcpartpicker.com/product/MYH48d/corsair-memory-cmk16gx4m2b3000c15,15,Black / Yellow,10,288-pin DIMM (DDR4),TRUE,Corsair,2 x 8GB,CMK16GX4M2B3000C15,3,DDR4-3000,1.35,4,15,17,17,35,TRUE,DDR4
Corsair Vengeance Rgb 48 Gb (2 X 24 Gb) Ddr5-7600 Cl36,https://pcpartpicker.com/product/s83NnQ/corsair-vengeance-rgb-48-gb-2-x-24-gb-ddr5-7600-cl36-memory-cmh48gx5m2x7600c36,36,Black,9.474,288-pin DIMM (DDR5),TRUE,Corsair,2 x 24GB,CMH48GX5M2X7600C36,3,DDR5-7600,1.4,5,36,46,46,96,TRUE,DDR5
Kingston Fury Beast Rgb 64 Gb (2 X 32 Gb) Ddr5-6000 Cl30,https://pcpartpicker.com/product/M6Hqqs/kingston-fury-beast-rgb-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-kf560c30bwak2-64,30,White,10,288-pin DIMM (DDR5),TRUE,Kingston,2 x 32GB,KF560C30BWAK2-64,3,DDR5-6000,1.4,5,,,,,TRUE,DDR5
Corsair Dominator Platinum Rgb 64 Gb (4 X 16 Gb) Ddr5-6200 Cl32,https://pcpartpicker.com/product/XqsV3C/corsair-dominator-platinum-rgb-64-gb-4-x-16-gb-ddr5-6200-cl32-memory-cmt64gx5m4b6200c32,32,Black,10.323,288-pin DIMM (DDR5),TRUE,Corsair,4 x 16GB,CMT64GX5M4B6200C32,3,DDR5-6200,1.4,5,32,38,38,80,TRUE,DDR5
